word,stem,clicks_before,conv_before,CVR_before_%,clicks_after,conv_after,cost_after,p_value
чорний,чорн,1,0.0,,1,0.0,13.5,
біло,біло,0,0.0,,1,0.0,13.5,
молитва,молитв,0,0.0,,1,0.0,10.3,
націоналіста,націоналіст,0,0.0,,1,0.0,10.3,
куртка,куртк,0,0.0,,1,0.0,10.01,
дощу,дощ,0,0.0,,1,0.0,10.01,
хартія,харті,0,0.0,,1,0.0,8.15,
приколами,прикол,0,0.0,,1,0.0,5.28,
шевроны,шеврон,0,0.0,,1,0.0,5.28,
korogva,korogva,1,0.0,,1,0.0,4.21,
коргва,коргв,1,0.0,,1,0.0,0.05,
boys,boys,0,0.0,,0,0.0,0.0,
sturman,sturman,0,0.0,,0,0.0,0.0,
mfs,mfs,0,0.0,,0,0.0,0.0,
воля,вол,0,0.0,,0,0.0,0.0,
ошп,ошп,0,0.0,,0,0.0,0.0,
laliberte,laliberte,0,0.0,,0,0.0,0.0,
rockway,rockway,0,0.0,,0,0.0,0.0,
корогвп,корогвп,1,0.0,,0,0.0,0.0,
han,han,0,0.0,,0,0.0,0.0,
waragod,waragod,0,0.0,,0,0.0,0.0,
архаїзм,архаїзм,0,0.0,,0,0.0,0.0,
скала,скал,0,0.0,,0,0.0,0.0,
смерть,смерт,0,0.0,,0,0.0,0.0,
battle,battle,0,0.0,,0,0.0,0.0,
алчбы,алчб,0,0.0,,0,0.0,0.0,
сорочка,сорочк,0,0.0,,0,0.0,0.0,
korolova,korolova,0,0.0,,0,0.0,0.0,
division,division,1,0.0,,0,0.0,0.0,
написом,напис,0,0.0,,0,0.0,0.0,
любарт,любарт,0,0.0,,0,0.0,0.0,
tactical,tactical,0,0.0,,0,0.0,0.0,
лотаріум,лотаріум,0,0.0,,0,0.0,0.0,
прапорна,прапорн,0,0.0,,0,0.0,0.0,
розетка,розетк,0,0.0,,0,0.0,0.0,
paskuda,paskuda,0,0.0,,0,0.0,0.0,
киборг,киборг,0,0.0,,0,0.0,0.0,
152,152,1,0.0,,0,0.0,0.0,
mildepot,mildepot,0,0.0,,0,0.0,0.0,
мілітарка,мілітарк,0,0.0,,0,0.0,0.0,
protec,protec,0,0.0,,0,0.0,0.0,
140,140,0,0.0,,0,0.0,0.0,
craf,craf,0,0.0,,0,0.0,0.0,
camouflage,camouflage,0,0.0,,0,0.0,0.0,
gonor,gonor,0,0.0,,0,0.0,0.0,
110,110,0,0.0,,0,0.0,0.0,
prof1group,prof1group,0,0.0,,0,0.0,0.0,
маленький,маленьк,0,0.0,,0,0.0,0.0,
korovovk,korovovk,0,0.0,,0,0.0,0.0,
сухопутних,сухопутн,0,0.0,,0,0.0,0.0,
мілігус,мілігус,0,0.0,,0,0.0,0.0,
onlywars,onlywars,1,0.0,,0,0.0,0.0,
gou,gou,0,0.0,,0,0.0,0.0,
gencrew4,gencrew4,0,0.0,,0,0.0,0.0,
polo,polo,0,0.0,,0,0.0,0.0,
корпус,корпус,0,0.0,,0,0.0,0.0,
shop,shop,0,0.0,,0,0.0,0.0,
kobzart,kobzart,0,0.0,,0,0.0,0.0,
гіг,гіг,0,0.0,,0,0.0,0.0,
вмс,вмс,0,0.0,,0,0.0,0.0,
tactic,tactic,0,0.0,,0,0.0,0.0,
ковбоич,ковбоич,0,0.0,,0,0.0,0.0,
розмір,розмір,0,0.0,,0,0.0,0.0,
атласний,атласн,0,0.0,,0,0.0,0.0,
сумари,сумар,0,0.0,,0,0.0,0.0,
young,young,0,0.0,,0,0.0,0.0,
ушками,ушк,0,0.0,,0,0.0,0.0,
укрармор,укрармор,0,0.0,,0,0.0,0.0,
csgrade,csgrade,0,0.0,,0,0.0,0.0,
phantom,phantom,0,0.0,,0,0.0,0.0,
design,design,0,0.0,,0,0.0,0.0,
helmet,helmet,0,0.0,,0,0.0,0.0,
айдар,айдар,0,0.0,,0,0.0,0.0,
янської,янської,0,0.0,,0,0.0,0.0,
desert,desert,0,0.0,,0,0.0,0.0,
saint,saint,0,0.0,,0,0.0,0.0,
стон,стон,0,0.0,,0,0.0,0.0,
тро,тро,0,0.0,,0,0.0,0.0,
бойові,бойові,0,0.0,,0,0.0,0.0,
термуху,термух,0,0.0,,0,0.0,0.0,
ціна,ціна,0,0.0,,0,0.0,0.0,
kamuflazh,kamuflazh,1,0.0,,0,0.0,0.0,
kapkan,kapkan,0,0.0,,0,0.0,0.0,
mtp,mtp,0,0.0,,0,0.0,0.0,
бейсболка,бейсболк,0,0.0,,0,0.0,0.0,
vojak,vojak,0,0.0,,0,0.0,0.0,
arc,arc,0,0.0,,0,0.0,0.0,
shirt,shirt,0,0.0,,0,0.0,0.0,
lyapka,lyapka,0,0.0,,0,0.0,0.0,
svastone,svastone,0,0.0,,0,0.0,0.0,
худи,худ,0,0.0,,0,0.0,0.0,
рубашки,рубашк,1,0.0,,0,0.0,0.0,
uniform,uniform,0,0.0,,0,0.0,0.0,
lab,lab,0,0.0,,0,0.0,0.0,
люверсами,люверс,0,0.0,,0,0.0,0.0,
proudly,proudly,0,0.0,,0,0.0,0.0,
польовий,польов,0,0.0,,0,0.0,0.0,
дикобраз,дикобраз,0,0.0,,0,0.0,0.0,
117,117,0,0.0,,0,0.0,0.0,
sixtynine,sixtynine,0,0.0,,0,0.0,0.0,
магура,магур,0,0.0,,0,0.0,0.0,
brandit,brandit,0,0.0,,0,0.0,0.0,
злабуба,злабуб,0,0.0,,0,0.0,0.0,
виробника,виробник,2,0.0,,0,0.0,0.0,
вудленд,вудленд,0,0.0,,0,0.0,0.0,
кіборг,кіборг,0,0.0,,0,0.0,0.0,
jungle,jungle,0,0.0,,0,0.0,0.0,
153,153,0,0.0,,0,0.0,0.0,
одним,одн,0,0.0,,0,0.0,0.0,
regata,regata,0,0.0,,0,0.0,0.0,
флиска,флиск,0,0.0,,0,0.0,0.0,
topdog,topdog,0,0.0,,0,0.0,0.0,
батальйону,батальйон,0,0.0,,0,0.0,0.0,
броня,брон,0,0.0,,0,0.0,0.0,
тепловізійне,тепловізійн,0,0.0,,0,0.0,0.0,
тематику,тематик,0,0.0,,0,0.0,0.0,
affliction,affliction,0,0.0,,0,0.0,0.0,
tform,tform,0,0.0,,0,0.0,0.0,
uatac,uatac,0,0.0,,0,0.0,0.0,
проф1груп,проф1груп,0,0.0,,0,0.0,0.0,
полон,полон,0,0.0,,0,0.0,0.0,
клаб,клаб,0,0.0,,0,0.0,0.0,
dpm,dpm,0,0.0,,0,0.0,0.0,
офіційний,офіційн,0,0.0,,0,0.0,0.0,
men,men,0,0.0,,0,0.0,0.0,
прапорці,прапорці,1,0.0,,0,0.0,0.0,
перчатки,перчатк,0,0.0,,0,0.0,0.0,
kapral,kapral,0,0.0,,0,0.0,0.0,
болеро,болер,0,0.0,,0,0.0,0.0,
projektgrim,projektgrim,0,0.0,,0,0.0,0.0,
potasovka,potasovka,0,0.0,,0,0.0,0.0,
rapid,rapid,0,0.0,,0,0.0,0.0,
нації,нації,0,0.0,,0,0.0,0.0,
вайт,вайт,0,0.0,,0,0.0,0.0,
yaskravo,yaskravo,0,0.0,,0,0.0,0.0,
компани,компан,0,0.0,,0,0.0,0.0,
legion,legion,0,0.0,,0,0.0,0.0,
armoline,armoline,0,0.0,,0,0.0,0.0,
ссо,ссо,0,0.0,,0,0.0,0.0,
кіла,кіла,0,0.0,,0,0.0,0.0,
totally,totally,0,0.0,,0,0.0,0.0,
range,range,0,0.0,,0,0.0,0.0,
rarog,rarog,0,0.0,,0,0.0,0.0,
абрамс,абрамс,0,0.0,,0,0.0,0.0,
shrapnel,shrapnel,0,0.0,,0,0.0,0.0,
інтернет,інтернет,0,0.0,,0,0.0,0.0,
мовавова,мовавов,0,0.0,,0,0.0,0.0,
velour,velour,0,0.0,,0,0.0,0.0,
lizard,lizard,0,0.0,,0,0.0,0.0,
khartia,khartia,0,0.0,,0,0.0,0.0,
long,long,0,0.0,,0,0.0,0.0,
punisher,punisher,0,0.0,,0,0.0,0.0,
passport,passport,0,0.0,,0,0.0,0.0,
кріплення,кріплен,0,0.0,,0,0.0,0.0,
гриндерсы,гриндерс,0,0.0,,0,0.0,0.0,
кофти,кофт,0,0.0,,0,0.0,0.0,
moidor,moidor,0,0.0,,0,0.0,0.0,
синій,сині,0,0.0,,0,0.0,0.0,
bootuseua,bootuseua,0,0.0,,0,0.0,0.0,
військ,військ,0,0.0,,0,0.0,0.0,
бафф,бафф,0,0.0,,0,0.0,0.0,
gorgany,gorgany,0,0.0,,0,0.0,0.0,
102,102,0,0.0,,0,0.0,0.0,
оберіг,оберіг,0,0.0,,0,0.0,0.0,
все,все,0,0.0,,0,0.0,0.0,
international,international,0,0.0,,0,0.0,0.0,
лакор,лакор,0,0.0,,0,0.0,0.0,
uvali,uvali,0,0.0,,0,0.0,0.0,
говерла,говерл,0,0.0,,0,0.0,0.0,
stlvclub,stlvclub,0,0.0,,0,0.0,0.0,
дснс,дснс,0,0.0,,0,0.0,0.0,
украинска,украинск,0,0.0,,0,0.0,0.0,
gank,gank,0,0.0,,0,0.0,0.0,
азов,аз,0,0.0,,0,0.0,0.0,
рагнарок,рагнарок,0,0.0,,0,0.0,0.0,
цивільний,цивільн,0,0.0,,0,0.0,0.0,
prapor,prapor,0,0.0,,0,0.0,0.0,
наголос,наголос,0,0.0,,0,0.0,0.0,
recon,recon,0,0.0,,0,0.0,0.0,
cyberpw,cyberpw,0,0.0,,0,0.0,0.0,
туман,тума,0,0.0,,0,0.0,0.0,
міропси,міропс,0,0.0,,0,0.0,0.0,
берцы,берц,0,0.0,,0,0.0,0.0,
кольорові,кольорові,0,0.0,,0,0.0,0.0,
стлв,стлв,0,0.0,,0,0.0,0.0,
orner,orner,0,0.0,,0,0.0,0.0,
top,top,0,0.0,,0,0.0,0.0,
лвл,лвл,0,0.0,,0,0.0,0.0,
стимул,стимул,0,0.0,,0,0.0,0.0,
live,live,0,0.0,,0,0.0,0.0,
забой,заб,0,0.0,,0,0.0,0.0,
fenicks,fenicks,0,0.0,,0,0.0,0.0,
armour,armour,0,0.0,,0,0.0,0.0,
речі,речі,0,0.0,,0,0.0,0.0,
forma,forma,0,0.0,,0,0.0,0.0,
мерчі,мерчі,0,0.0,,0,0.0,0.0,
ukrainer,ukrainer,0,0.0,,0,0.0,0.0,
ветровка,ветровк,0,0.0,,0,0.0,0.0,
combatant,combatant,0,0.0,,0,0.0,0.0,
нрк,нрк,0,0.0,,0,0.0,0.0,
обзор,обзор,0,0.0,,0,0.0,0.0,
wartex,wartex,0,0.0,,0,0.0,0.0,
mojave,mojave,0,0.0,,0,0.0,0.0,
надіі,надіі,0,0.0,,0,0.0,0.0,
тактикал,тактика,0,0.0,,0,0.0,0.0,
крутяков,крутяк,0,0.0,,0,0.0,0.0,
прапр,прапр,0,0.0,,0,0.0,0.0,
флектарн,флектарн,0,0.0,,0,0.0,0.0,
etac,etac,0,0.0,,0,0.0,0.0,
пиксель,пиксел,0,0.0,,0,0.0,0.0,
street,street,0,0.0,,0,0.0,0.0,
хоругва,хоругв,0,0.0,,0,0.0,0.0,
warshop,warshop,0,0.0,,0,0.0,0.0,
кольором,кольор,0,0.0,,0,0.0,0.0,
прапрп,прапрп,0,0.0,,0,0.0,0.0,
огп,огп,0,0.0,,0,0.0,0.0,
rig,rig,0,0.0,,0,0.0,0.0,
covert,covert,0,0.0,,0,0.0,0.0,
one,one,0,0.0,,0,0.0,0.0,
style,style,0,0.0,,0,0.0,0.0,
літній,літній,0,0.0,,0,0.0,0.0,
hdalfabox,hdalfabox,0,0.0,,0,0.0,0.0,
heritage,heritage,0,0.0,,0,0.0,0.0,
уізкуіщюем,уізкуіщю,0,0.0,,0,0.0,0.0,
армійська,армійськ,0,0.0,,0,0.0,0.0,
третьої,третьої,0,0.0,,0,0.0,0.0,
frdflfh,frdflfh,0,0.0,,0,0.0,0.0,
deemap,deemap,0,0.0,,0,0.0,0.0,
церкві,церкві,0,0.0,,0,0.0,0.0,
флисовая,флисов,0,0.0,,0,0.0,0.0,
brigade,brigade,0,0.0,,0,0.0,0.0,
abrams,abrams,0,0.0,,0,0.0,0.0,
156,156,0,0.0,,0,0.0,0.0,
символика,символик,0,0.0,,0,0.0,0.0,
stealth,stealth,0,0.0,,0,0.0,0.0,
ukraine,ukraine,0,0.0,,0,0.0,0.0,
kagune,kagune,0,0.0,,0,0.0,0.0,
яверета,яверет,0,0.0,,0,0.0,0.0,
бригадні,бригадні,0,0.0,,0,0.0,0.0,
ветеран,ветера,0,0.0,,0,0.0,0.0,
madafakas,madafakas,0,0.0,,0,0.0,0.0,
мілі,мілі,0,0.0,,0,0.0,0.0,
fdy,fdy,0,0.0,,0,0.0,0.0,
aggressive,aggressive,0,0.0,,0,0.0,0.0,
bomba,bomba,0,0.0,,0,0.0,0.0,
сержант,сержант,0,0.0,,0,0.0,0.0,
таке,так,0,0.0,,0,0.0,0.0,
azov,azov,0,0.0,,0,0.0,0.0,
компас,компас,0,0.0,,0,0.0,0.0,
kamber,kamber,0,0.0,,0,0.0,0.0,
travel,travel,0,0.0,,0,0.0,0.0,
стс,стс,0,0.0,,0,0.0,0.0,
балістична,балістичн,0,0.0,,0,0.0,0.0,
скеля,скел,1,0.0,,0,0.0,0.0,
урбан,урба,0,0.0,,0,0.0,0.0,
металлическим,металлическ,0,0.0,,0,0.0,0.0,
клітинку,клітинк,0,0.0,,0,0.0,0.0,
black,black,0,0.0,,0,0.0,0.0,
stone,stone,0,0.0,,0,0.0,0.0,
performance,performance,0,0.0,,0,0.0,0.0,
tac,tac,0,0.0,,0,0.0,0.0,
dominabitur,dominabitur,0,0.0,,0,0.0,0.0,
eirvin,eirvin,0,0.0,,0,0.0,0.0,
ахіллес,ахіллес,0,0.0,,0,0.0,0.0,
killers,killers,0,0.0,,0,0.0,0.0,
condor,condor,0,0.0,,0,0.0,0.0,
кожен,кож,1,0.0,,0,0.0,0.0,
зимы,зим,0,0.0,,0,0.0,0.0,
збірної,збірної,0,0.0,,0,0.0,0.0,
дшв,дшв,1,0.0,,0,0.0,0.0,
убокс,убокс,0,0.0,,0,0.0,0.0,
118,118,0,0.0,,0,0.0,0.0,
stvory,stvory,0,0.0,,0,0.0,0.0,
медик,медик,0,0.0,,0,0.0,0.0,
merch,merch,0,0.0,,0,0.0,0.0,
корововк,корововк,0,0.0,,0,0.0,0.0,
розгрузка,розгрузк,0,0.0,,0,0.0,0.0,
north,north,0,0.0,,0,0.0,0.0,
донецької,донецької,0,0.0,,0,0.0,0.0,
gver,gver,0,0.0,,0,0.0,0.0,
панцирь,панцир,0,0.0,,0,0.0,0.0,
misanthropic,misanthropic,0,0.0,,0,0.0,0.0,
гшр,гшр,0,0.0,,0,0.0,0.0,
kyiv,kyiv,0,0.0,,0,0.0,0.0,
staff,staff,0,0.0,,0,0.0,0.0,
вишитий,вишит,0,0.0,,0,0.0,0.0,
blackout,blackout,0,0.0,,0,0.0,0.0,
erteo,erteo,0,0.0,,0,0.0,0.0,
хмельницької,хмельницької,0,0.0,,0,0.0,0.0,
національної,національної,0,0.0,,0,0.0,0.0,
team,team,1,0.0,,0,0.0,0.0,
тцк,тцк,0,0.0,,0,0.0,0.0,
gageli,gageli,0,0.0,,0,0.0,0.0,
талін,талін,0,0.0,,0,0.0,0.0,
ensis,ensis,0,0.0,,0,0.0,0.0,
дшб,дшб,0,0.0,,0,0.0,0.0,
baseartua,baseartua,0,0.0,,0,0.0,0.0,
sho,sho,0,0.0,,0,0.0,0.0,
синьо,син,0,0.0,,0,0.0,0.0,
область,област,0,0.0,,0,0.0,0.0,
жіночий,жіноч,0,0.0,,0,0.0,0.0,
hardkyiv,hardkyiv,0,0.0,,0,0.0,0.0,
mlv,mlv,0,0.0,,0,0.0,0.0,
jacket,jacket,0,0.0,,0,0.0,0.0,
полку,полк,0,0.0,,0,0.0,0.0,
pitipiupiu,pitipiupiu,0,0.0,,0,0.0,0.0,
fenix,fenix,0,0.0,,0,0.0,0.0,
воєні,воєні,0,0.0,,0,0.0,0.0,
черные,черн,0,0.0,,0,0.0,0.0,
нгу,нгу,0,0.0,,0,0.0,0.0,
дпсу,дпсу,0,0.0,,0,0.0,0.0,
бандери,бандер,0,0.0,,0,0.0,0.0,
спортивний,спортивн,0,0.0,,0,0.0,0.0,
425,425,0,0.0,,0,0.0,0.0,
warbelt,warbelt,0,0.0,,0,0.0,0.0,
державний,державн,0,0.0,,0,0.0,0.0,
kovalevsky,kovalevsky,0,0.0,,0,0.0,0.0,
work,work,0,0.0,,0,0.0,0.0,
gooska,gooska,0,0.0,,0,0.0,0.0,
corogva,corogva,1,0.0,,0,0.0,0.0,
m8l8th,m8l8th,0,0.0,,0,0.0,0.0,
боевые,боев,0,0.0,,0,0.0,0.0,
мотиваційний,мотиваційн,0,0.0,,0,0.0,0.0,
dvoit,dvoit,0,0.0,,0,0.0,0.0,
form,form,0,0.0,,0,0.0,0.0,
азову,азов,1,0.0,,0,0.0,0.0,
чоловічі,чоловічі,0,0.0,,0,0.0,0.0,
зниклих,зникл,0,0.0,,0,0.0,0.0,
київ,київ,1,0.0,,0,0.0,0.0,
військорг,військорг,0,0.0,,0,0.0,0.0,
каталог,каталог,0,0.0,,0,0.0,0.0,
одежа,одеж,0,0.0,,0,0.0,0.0,
капюшоном,капюшон,0,0.0,,0,0.0,0.0,
рубаху,рубах,0,0.0,,0,0.0,0.0,
ідея,іде,0,0.0,,0,0.0,0.0,
gorodok,gorodok,0,0.0,,0,0.0,0.0,
носком,носк,0,0.0,,0,0.0,0.0,
чоловіків,чоловіків,0,0.0,,0,0.0,0.0,
баллистическая,баллистическ,0,0.0,,0,0.0,0.0,
форма,форм,0,0.0,,0,0.0,0.0,
zeros,zeros,0,0.0,,0,0.0,0.0,
slavna,slavna,0,0.0,,0,0.0,0.0,
uwin,uwin,0,0.0,,0,0.0,0.0,
flavalta,flavalta,0,0.0,,0,0.0,0.0,
kramatan,kramatan,0,0.0,,0,0.0,0.0,
захід,захід,0,0.0,,0,0.0,0.0,
шоп,шоп,0,0.0,,0,0.0,0.0,
nesemos,nesemos,0,0.0,,0,0.0,0.0,
lomus,lomus,0,0.0,,0,0.0,0.0,
nagolos,nagolos,0,0.0,,0,0.0,0.0,
bardary,bardary,0,0.0,,0,0.0,0.0,
hyzhak,hyzhak,0,0.0,,0,0.0,0.0,
javelin,javelin,0,0.0,,0,0.0,0.0,
brave,brave,0,0.0,,0,0.0,0.0,
твоя,тво,0,0.0,,0,0.0,0.0,
savage,savage,0,0.0,,0,0.0,0.0,
sulli,sulli,0,0.0,,0,0.0,0.0,
свобода,свобод,0,0.0,,0,0.0,0.0,
маскхалат,маскхалат,0,0.0,,0,0.0,0.0,
хонорові,хонорові,0,0.0,,0,0.0,0.0,
коин,коин,0,0.0,,0,0.0,0.0,
workwear,workwear,0,0.0,,0,0.0,0.0,
camo,camo,0,0.0,,0,0.0,0.0,
таргарієнів,таргарієнів,0,0.0,,0,0.0,0.0,
артилерії,артилерії,0,0.0,,0,0.0,0.0,
однотонний,однотон,0,0.0,,0,0.0,0.0,
национальной,национальн,0,0.0,,0,0.0,0.0,
это,эт,0,0.0,,0,0.0,0.0,
hoodie,hoodie,0,0.0,,0,0.0,0.0,
комбат,комбат,0,0.0,,0,0.0,0.0,
символіка,символік,0,0.0,,0,0.0,0.0,
чоловічий,чоловіч,0,0.0,,0,0.0,0.0,
мен,мен,0,0.0,,0,0.0,0.0,
svynosobacha,svynosobacha,0,0.0,,0,0.0,0.0,
альфа,альф,0,0.0,,0,0.0,0.0,
вошкаюсь,вошка,0,0.0,,0,0.0,0.0,
biz,biz,0,0.0,,0,0.0,0.0,
kor,kor,0,0.0,,0,0.0,0.0,
берет,берет,0,0.0,,0,0.0,0.0,
області,області,0,0.0,,0,0.0,0.0,
сайд,сайд,0,0.0,,0,0.0,0.0,
лівія,лівія,0,0.0,,0,0.0,0.0,
прапороносець,прапороносет^,0,0.0,,0,0.0,0.0,
кортиджиани,кортиджиан,0,0.0,,0,0.0,0.0,
шапки,шапк,0,0.0,,0,0.0,0.0,
rhizome,rhizome,0,0.0,,0,0.0,0.0,
popovbrand,popovbrand,0,0.0,,0,0.0,0.0,
apparel,apparel,0,0.0,,0,0.0,0.0,
бистрець,бистрет^,0,0.0,,0,0.0,0.0,
pentagon,pentagon,0,0.0,,0,0.0,0.0,
tkt,tkt,0,0.0,,0,0.0,0.0,
гераномахія,гераномахі,0,0.0,,0,0.0,0.0,
практичний,практичн,0,0.0,,0,0.0,0.0,
копо,коп,0,0.0,,0,0.0,0.0,
флісова,флісов,0,0.0,,0,0.0,0.0,
dominance,dominance,0,0.0,,0,0.0,0.0,
свастоне,свастон,0,0.0,,0,0.0,0.0,
патріотичні,патріотичні,0,0.0,,0,0.0,0.0,
цирком,цирк,0,0.0,,0,0.0,0.0,
дощовик,дощовик,0,0.0,,0,0.0,0.0,
helikon,helikon,0,0.0,,0,0.0,0.0,
kma,kma,0,0.0,,0,0.0,0.0,
hruma,hruma,0,0.0,,0,0.0,0.0,
inal,inal,0,0.0,,0,0.0,0.0,
роапор,роапор,0,0.0,,0,0.0,0.0,
dead,dead,0,0.0,,0,0.0,0.0,
armed,armed,0,0.0,,0,0.0,0.0,
zerofoxtrot,zerofoxtrot,0,0.0,,0,0.0,0.0,
торг,торг,0,0.0,,0,0.0,0.0,
bewegang,bewegang,0,0.0,,0,0.0,0.0,
одшбр,одшбр,0,0.0,,0,0.0,0.0,
killa,killa,0,0.0,,0,0.0,0.0,
патч,патч,0,0.0,,0,0.0,0.0,
збройні,збройні,0,0.0,,0,0.0,0.0,
khartiia,khartiia,0,0.0,,0,0.0,0.0,
амуницию,амуниц,0,0.0,,0,0.0,0.0,
дотадле,дотадл,0,0.0,,0,0.0,0.0,
vegetato,vegetato,0,0.0,,0,0.0,0.0,
wolf,wolf,0,0.0,,0,0.0,0.0,
згтшірук,згтшірук,0,0.0,,0,0.0,0.0,
scodar,scodar,0,0.0,,0,0.0,0.0,
multicat,multicat,0,0.0,,0,0.0,0.0,
azovstal,azovstal,0,0.0,,0,0.0,0.0,
225,225,0,0.0,,0,0.0,0.0,
bdu,bdu,0,0.0,,0,0.0,0.0,
skhovok,skhovok,0,0.0,,0,0.0,0.0,
маркет,маркет,0,0.0,,0,0.0,0.0,
компані,компані,0,0.0,,0,0.0,0.0,
прикольними,прикольн,0,0.0,,0,0.0,0.0,
амуніції,амуніції,0,0.0,,0,0.0,0.0,
aviatsiya,aviatsiya,0,0.0,,0,0.0,0.0,
iaskravo,iaskravo,0,0.0,,0,0.0,0.0,
обрбо,обрб,0,0.0,,0,0.0,0.0,
проджект,проджект,0,0.0,,0,0.0,0.0,
www,www,0,0.0,,0,0.0,0.0,
габардину,габардин,0,0.0,,0,0.0,0.0,
флагшток,флагшток,0,0.0,,0,0.0,0.0,
фліску,фліску,0,0.0,,0,0.0,0.0,
сховок,сховок,0,0.0,,0,0.0,0.0,
customwear,customwear,0,0.0,,0,0.0,0.0,
гвардії,гвардії,0,0.0,,0,0.0,0.0,
камуфляж,камуфляж,0,0.0,,0,0.0,0.0,
airborne,airborne,0,0.0,,0,0.0,0.0,
your,your,0,0.0,,0,0.0,0.0,
aggressor,aggressor,0,0.0,,0,0.0,0.0,
патріотичне,патріотичн,0,0.0,,0,0.0,0.0,
cropp,cropp,0,0.0,,0,0.0,0.0,
patch,patch,0,0.0,,0,0.0,0.0,
поліції,поліції,0,0.0,,0,0.0,0.0,
sapiens,sapiens,0,0.0,,0,0.0,0.0,
retreat,retreat,0,0.0,,0,0.0,0.0,
lifesaving,lifesaving,0,0.0,,0,0.0,0.0,
sxe,sxe,0,0.0,,0,0.0,0.0,
руник,руник,0,0.0,,0,0.0,0.0,
вер,вер,0,0.0,,0,0.0,0.0,
кажаном,кажан,0,0.0,,0,0.0,0.0,
lapa,lapa,0,0.0,,0,0.0,0.0,
взуття,взутт,0,0.0,,0,0.0,0.0,
speak,speak,0,0.0,,0,0.0,0.0,
skin,skin,1,0.0,,0,0.0,0.0,
company,company,1,0.0,,0,0.0,0.0,
тактические,тактическ,0,0.0,,0,0.0,0.0,
infantry,infantry,0,0.0,,0,0.0,0.0,
шорти,шорт,0,0.0,,0,0.0,0.0,
gadsden,gadsden,0,0.0,,0,0.0,0.0,
унр,унр,0,0.0,,0,0.0,0.0,
сборной,сборн,0,0.0,,0,0.0,0.0,
жовто,жовт,0,0.0,,0,0.0,0.0,
саперка,саперк,0,0.0,,0,0.0,0.0,
exert,exert,0,0.0,,0,0.0,0.0,
gonorovi,gonorovi,0,0.0,,0,0.0,0.0,
