Campaign,AdGroup,SearchTerm,Impressions,Clicks,Cost,Conversions_period_from,Conversions
Merchant_Shopping,Группа объявлений 1,купити кофту,59,3,40.44,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,прапор,1839,3,29.65,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,прапор корогва,223,3,65.8,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,прапори,1149,3,51.33,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,спортивные штаны мужские,83,3,47.75,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,толстовка,175,3,10.97,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,футболка,306,3,18.37,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,футболка вампір дрон,66,3,8.65,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,футболка гангстер,4,3,14.63,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,футболки с принтом,20,3,39.48,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,худі військове,9,3,5.09,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,худі з принтом,197,3,28.71,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,широкие спортивные штаны,32,3,11.56,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зіп,15,2,10.54,2026-07-09,1.0
Merchant_Shopping,Группа объявлений 1,спортивные штаны,81,2,17.61,2026-07-09,1.0
Merchant_Shopping,Группа объявлений 1,купити худі чоловічі,33,2,4.71,2026-07-09,0.5
Merchant_Shopping,Группа объявлений 1,зіпка худі,48,2,11.48,2026-07-09,0.25
Merchant_Shopping,Группа объявлений 1,зіпки,141,2,9.87,2026-07-09,0.25
Merchant_Shopping,Группа объявлений 1,cropp худи мужские,9,2,14.08,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,gard,81,2,8.47,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,gearlab,2,2,14.63,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,ogp,244,2,4.07,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,range rocks,243,2,9.8,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,rikky hype,54,2,38.57,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,schmalgauzen мерч,5,2,17.41,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,special forces flags,16,2,44.11,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,surround clo,6,2,5.72,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,svastone,539,2,20.22,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,twilight hammer худи,29,2,6.89,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,баба баба баба баба баба,6,2,4.41,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,балахон,6,2,11.76,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,донбасса,3,2,10.07,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зип кофта,43,2,12.4,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зип худи мужские,140,2,8.97,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зип худи оверсайз,59,2,18.13,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зип худи с принтом мужские,4,2,12.36,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зипка,846,2,11.81,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зіп худі чоловіче,64,2,25.75,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зіп худі чоловічі,380,2,18.42,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,компани груп,72,2,8.29,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,корогва магазин,376,2,28.02,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,кофта мужская,156,2,19.88,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,кофта норд дивижн,54,2,7.82,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,кофта чоловіча,242,2,33.52,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,мужские широкие спортивные штаны,6,2,33.23,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,некст юа,3,2,13.34,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,обериг футболки,17,2,19.77,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,оверсайз,15,2,32.1,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,оверсайз худи,10,2,10.27,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,одежда ecko,1,2,6.62,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,оптімус генг,124,2,66.98,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,прапор кракен 1654,6,2,9.41,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,прапор купити,365,2,56.66,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,прапор купить,21,2,21.02,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,прапор на стіну,170,2,25.79,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,прапори для військових,193,2,43.76,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,прапори україни,5,2,19.44,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,спортивные штаны мужские широкие,30,2,13.47,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,спортивні штани,123,2,6.63,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,спортивні штани широкі,12,2,13.63,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,толстовка норд дивижн,13,2,5.18,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,флаг на стену,101,2,17.16,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,флаги,225,2,31.44,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,футболка vampire дрон,46,2,11.56,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,футболка вампір,33,2,22.54,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,футболка військова,22,2,24.18,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,футболка донбас,41,2,31.91,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,футболка левис,5,2,8.81,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,футболка оверсайз,33,2,16.55,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,футболка русоріз,112,2,10.2,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,футболка чоловіча,317,2,28.06,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,футболки з принтом,50,2,25.82,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,худи мужское,291,2,17.84,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,худи на молнии,43,2,12.41,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,худи оверсайз,112,2,11.95,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,худі oversize,5,2,17.71,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,худі для хлопців,8,2,13.49,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,худі жіноче з принтом,9,2,13.1,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,худі мілітарі,38,2,10.06,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,худі українського виробництва,12,2,12.02,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,худі чоловіче,128,2,26.7,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,худі чорне з принтом,7,2,16.58,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,черные спортивные штаны мужские широкие,2,2,15.61,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,чоловіча зіпка,56,2,31.06,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,чоловічі зіпки,18,2,28.1,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,чоловічі футболки,87,2,30.35,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,чорні спортивні штани,22,2,55.31,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,штани спортивні,40,2,28.64,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,штани спортивні жіночі,28,2,8.29,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,штаны женские,2,2,18.49,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,спортивные штаны черные,11,1,22.86,2026-07-09,1.0
Merchant_Shopping,Группа объявлений 1,чоловічі спортивні штани прямі,10,1,32.55,2026-07-09,1.0
Merchant_Shopping,Группа объявлений 1,optimus gang,281,1,2.88,2026-07-09,0.25
Merchant_Shopping,Группа объявлений 1,толстовка с капюшоном,6,1,9.48,2026-07-09,0.11
Merchant_Shopping,Группа объявлений 1,281z brand,3,1,21.94,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,999yessirskiii,5,1,4.88,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,animalism shop,13,1,8.3,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,anti russian social club,7,1,5.05,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,asgard одежда,1,1,4.96,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,bad omens мерч,7,1,5.85,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,balak wear,80,1,27.25,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,balloon,1,1,11.01,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,baseartua,169,1,2.98,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,batcat,5,1,10.28,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,believe кофта,2,1,1.66,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,beom design,5,1,19.11,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,bezet,24,1,2.13,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,black hoodie,7,1,3.02,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,black squad одежда,7,1,3.68,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,bmth мерч,8,1,9.52,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,boboriko,2,1,6.85,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,bones мерч,4,1,1.81,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,bratstvo shop,6,1,3.27,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,captheuni,137,1,6.17,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,clothes,6,1,14.33,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,company group,78,1,6.28,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,cropp сайт,3,1,3.77,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,cupsize мерч украина,1,1,4.65,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,dead souls group,85,1,4.28,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,dead souls group футболка,4,1,5.66,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,drop dead clothing,2,1,3.23,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,everfox,2,1,10.08,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,farfi,24,1,14.43,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,fosfor clo,7,1,7.81,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,gart,31,1,5.09,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,grand lavita,2,1,6.9,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,hate cult ua,195,1,28.16,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,hate одяг,10,1,8.6,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,have,3,1,4.66,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,helikon tex футболка,14,1,6.87,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,hoodie,49,1,3.23,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,house київ,5,1,2.99,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,hulls,4,1,11.77,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,huyase shmot,2,1,13.53,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,islnd shop,50,1,6.58,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,k2 мерч,3,1,16.52,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,kaif clo,15,1,17.56,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,kentpaket,33,1,36.99,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,kirakilla,15,1,26.58,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,korogva,147,1,9.05,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,longsleeve,2,1,14.42,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,lucifer t shirt,2,1,4.0,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,lucky humanoid,54,1,12.35,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,m tac футболки,11,1,17.3,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,metalshop org,4,1,9.28,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,military одяг,5,1,3.93,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,mirohodec,3,1,42.63,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,mod44,27,1,8.92,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,money talks hoodie,4,1,5.62,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,monochrome худи,1,1,2.54,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,monoclo,2,1,15.16,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,multiply apparel,1,1,1.68,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,new yorker интернет магазин,3,1,2.64,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,nord division худі,15,1,0.6,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,oakley футболка,2,1,9.26,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,ocean clo,41,1,9.81,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,oneface,11,1,1.83,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,orbit culture мерч,2,1,12.44,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,outlet sale,5,1,1.97,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,oversize худи,1,1,2.08,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,oversized zip up hoodie,1,1,4.8,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,pitbull west coast,6,1,5.2,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,potasovka,39,1,15.15,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,potasovka kick head,5,1,3.88,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,rebel spirit,10,1,2.19,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,relaxed wide,3,1,23.6,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,revish,5,1,30.2,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,rockway,77,1,2.03,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,rype,1,1,58.61,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,shwk,11,1,4.19,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,sick solution мерч,5,1,3.8,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,skripka,2,1,8.14,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,ssur,49,1,6.49,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,staff,92,1,8.15,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,starberry,31,1,4.37,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,staybrave,68,1,9.51,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,stlv,80,1,18.08,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,straight sport pants,1,1,2.93,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,surrealist t shirts,1,1,4.3,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,sweetpants,2,1,11.12,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,tear wear,10,1,10.93,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,teivaz brand,54,1,5.47,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,the neighbourhood мерч,2,1,4.36,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,tnmk shop,4,1,11.42,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,ukraine,10,1,16.26,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,ukrforma,2,1,7.61,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,wave vast,4,1,7.27,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,way,1,1,3.45,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,white rex shop,1,1,2.38,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,zero foxtrot футболка,27,1,4.13,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,zip hoodie,239,1,4.46,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,zip up hoodie,12,1,3.15,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,zoho одяг,6,1,20.82,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,авіація галичина,2,1,2.98,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,альтернативний одяг,16,1,5.12,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,баба,22,1,3.35,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,базові штани,1,1,5.88,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,бойовий прапор,52,1,20.53,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,бригадні прапори,51,1,8.14,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,брюки черные,4,1,5.33,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,брюки чоловічі широкі,8,1,4.44,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,брюки широкие,5,1,1.7,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,бути добру одяг,9,1,12.95,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,вандерласт,4,1,36.16,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,виготовлення прапорів,90,1,7.96,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,военные флаги украины,6,1,5.32,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,военные футболки,7,1,4.07,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,всрап,3,1,4.88,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,всі свої,55,1,1.55,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,військові прапори,147,1,23.47,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,військові футболки,30,1,3.53,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,військові футболки з принтом,28,1,3.91,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,готика одяг,5,1,1.7,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,готический принт,1,1,5.59,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,гуд бойс клаб харьков,21,1,10.99,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,гуд бойс клуб,48,1,9.68,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,джинси чоловічі чорні широкі,2,1,3.5,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,донецька область,3,1,4.13,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,донецька область шеврон,1,1,3.66,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,донецької,2,1,9.02,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,друк фото на прапорі,7,1,3.95,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,дід шинобі мерч,20,1,11.29,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,етнічний одяг,1,1,3.07,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,жадан і собаки мерч,7,1,28.75,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,жіночі футболки,8,1,62.29,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,жіночі худі,39,1,18.0,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,жіночі шорти,1,1,23.64,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,заколот,86,1,32.75,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,заколот одяг,63,1,3.77,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зара,19,1,2.85,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зара украина,3,1,9.76,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зип кофта женская,5,1,5.08,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зип худи мужское,24,1,20.62,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зип худи украина,15,1,4.96,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зипка оверсайз,14,1,6.69,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зипка тор штайнер,4,1,2.5,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зохо,79,1,12.79,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зсу,4,1,11.45,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зіп худі чоловіча,38,1,5.09,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зіпка жіноча оверсайз,5,1,20.45,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,зіпка чорна чоловіча,3,1,8.74,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,кабанчі,4,1,7.21,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,камікадзе,3,1,3.95,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,корн адидас,3,1,4.47,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,корогва прапор,124,1,13.37,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,костюм,4,1,6.39,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,костюм з шортами жіночий,1,1,4.65,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,кофта зип,18,1,4.51,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,кофта зипка,98,1,5.39,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,кофта манто,3,1,8.42,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,кофта на замке,16,1,4.68,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,кофта на змейке мужская,3,1,6.85,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,кофта оверсайз мужская,14,1,15.32,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,кофта парню,9,1,2.6,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,кофта с иисусом,8,1,9.11,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,кофта с нашивками,2,1,5.98,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,кофта с ушками,1,1,12.76,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,кофта чорна чоловіча,4,1,8.0,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,кофти чоловічі,74,1,13.62,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,кофти чоловічі худі,19,1,5.88,2026-07-09,0.0
Merchant_Shopping,Группа объявлений 1,кофту купити,9,1,3.43,2026-07-09,0.0
