word,stem,n_terms,impressions,clicks,cost,conversions,CPA,CTR_%
ганг,ганг,20,387,3,82.38,0.0,inf,0.78
boys,boys,29,1245,9,80.6,0.0,inf,0.72
baggy,baggy,99,314,2,80.45,0.0,inf,0.64
українського,українськ,107,714,11,79.67,0.0,inf,1.54
toys,toys,7,786,2,78.16,0.0,inf,0.25
peklo,peklo,7,804,2,78.16,0.0,inf,0.25
дивижн,дивижн,44,1476,14,75.39,0.0,inf,0.95
group,group,54,1136,11,74.83,0.0,inf,0.97
riot,riot,44,2423,13,74.6,0.0,inf,0.54
шорти,шорт,205,504,8,73.38,0.0,inf,1.59
області,області,10,558,4,72.52,0.0,inf,0.72
goodboys,goodboys,1,121,3,72.28,0.0,inf,2.48
украина,украин,234,776,7,71.66,0.0,inf,0.9
чорні,чорні,138,635,4,70.9,0.0,inf,0.63
русоріз,русоріз,9,450,15,69.67,0.0,inf,3.33
норд,норд,36,1195,12,69.63,0.0,inf,1.0
одежда,одежд,514,1484,16,69.58,0.0,inf,1.08
military,military,30,293,6,68.1,0.0,inf,2.05
оптімус,оптімус,6,254,2,66.98,0.0,inf,0.79
хартія,харті,11,225,3,66.68,0.0,inf,1.33
донецька,донецьк,30,248,6,66.64,0.0,inf,2.42
good,good,27,1218,7,66.29,0.0,inf,0.57
стіну,стіну,20,690,8,64.68,0.0,inf,1.16
блискавці,блискавці,35,579,9,63.28,0.0,inf,1.55
бренд,бренд,261,1129,7,63.21,0.0,inf,0.62
костюм,костюм,208,543,10,61.61,0.0,inf,1.84
мінометників,мінометників,2,66,7,60.06,1.0,60.1,10.61
brand,brand,84,517,5,58.83,0.0,inf,0.97
rype,rype,1,1,1,58.61,0.0,inf,100.0
nord,nord,28,957,15,58.32,0.0,inf,1.57
стену,стен,14,419,6,57.17,0.0,inf,1.43
дснс,дснс,85,363,5,57.03,0.0,inf,1.38
balak,balak,2,206,2,54.95,0.0,inf,0.97
company,company,59,1086,8,53.98,0.0,inf,0.74
shop,shop,196,996,7,53.96,0.0,inf,0.7
заказать,заказа,39,542,1,53.66,0.0,inf,0.18
подарунок,подарунок,16,47,2,53.16,0.0,inf,4.26
flags,flags,9,202,2,52.43,0.0,inf,0.99
милитари,милитар,37,415,5,52.26,0.0,inf,1.2
режим,реж,9,160,2,52.2,0.0,inf,1.25
київський,київськ,4,114,2,52.2,0.0,inf,1.75
vampire,vampire,11,240,4,52.03,0.0,inf,1.67
хованского,хованск,1,4,1,51.69,0.0,inf,25.0
русский,русск,2,14,1,51.41,0.0,inf,7.14
корабль,корабл,3,15,1,51.41,0.0,inf,6.67
рок,рок,82,424,3,51.15,0.0,inf,0.71
ogonpushka,ogonpushka,2,78,2,51.11,0.0,inf,2.56
баггі,баггі,31,172,5,50.68,0.0,inf,2.91
таро,тар,5,124,3,50.38,0.0,inf,2.42
банери,банер,14,123,1,50.01,0.0,inf,0.81
сикснайн,сикснайн,2,11,2,50.01,0.0,inf,18.18
teivaz,teivaz,2,455,5,48.93,0.0,inf,1.1
льняные,льнян,22,76,3,47.45,0.0,inf,3.95
слабким,слабк,13,459,3,47.28,0.0,inf,0.65
ошбр,ошбр,10,100,2,47.2,0.0,inf,2.0
clo,clo,17,138,6,46.98,0.0,inf,4.35
галичини,галичин,22,348,3,46.65,0.0,inf,0.86
авіація,авіаці,14,291,3,46.65,0.0,inf,1.03
баба,баб,37,252,9,46.57,0.0,inf,3.57
зниклих,зникл,11,268,3,45.63,0.0,inf,1.12
безвісти,безвіст,10,267,3,45.63,0.0,inf,1.12
hype,hype,8,141,3,45.26,0.0,inf,2.13
rikky,rikky,8,141,3,45.26,0.0,inf,2.13
хоругва,хоругв,4,36,1,44.65,0.0,inf,2.78
оригинал,оригина,48,69,1,43.37,0.0,inf,1.45
українські,українські,45,357,4,43.16,0.0,inf,1.12
cgt,cgt,8,65,2,42.85,0.0,inf,3.08
mirohodec,mirohodec,1,9,1,42.63,0.0,inf,11.11
джинсы,джинс,152,307,6,41.96,0.0,inf,1.95
черепами,череп,45,278,5,41.9,0.0,inf,1.8
фото,фот,41,920,4,41.01,0.0,inf,0.43
wear,wear,58,1172,3,40.89,0.0,inf,0.26
hoodie,hoodie,427,1397,9,40.56,0.0,inf,0.64
компани,компан,37,610,6,39.53,0.0,inf,0.98
груп,груп,34,895,6,39.53,0.0,inf,0.67
potasovka,potasovka,8,157,5,39.52,0.0,inf,3.18
худак,худак,18,289,2,39.25,0.0,inf,0.69
розвідки,розвідк,6,343,5,38.55,0.0,inf,1.46
кроя,кро,34,112,3,38.22,0.0,inf,2.68
флагі,флагі,1,30,1,38.12,0.0,inf,3.33
лонг,лонг,17,49,2,38.04,0.0,inf,4.08
пізда,пізда,9,304,2,37.87,0.0,inf,0.66
маверик,маверик,6,150,3,37.71,0.0,inf,2.0
яга,яг,27,185,5,37.42,0.0,inf,2.7
гектор,гектор,1,1,1,37.32,0.0,inf,100.0
патріотичні,патріотичні,23,175,4,37.23,0.0,inf,2.29
kentpaket,kentpaket,1,52,1,36.99,0.0,inf,1.92
ронин,ронин,1,2,1,36.93,0.0,inf,50.0
hate,hate,26,786,2,36.76,0.0,inf,0.25
скейтбординг,скейтбординг,6,292,4,36.44,1.0,36.4,1.37
вандерласт,вандерласт,1,5,1,36.16,0.0,inf,20.0
ассасин,ассасин,1,2,1,36.12,0.0,inf,50.0
багги,багг,38,149,3,35.53,0.0,inf,2.01
шеврон,шеврон,58,282,5,34.97,0.0,inf,1.77
дшв,дшв,18,134,1,34.88,0.0,inf,0.75
донбасса,донбасс,25,471,5,34.67,0.0,inf,1.06
спортзала,спортза,6,23,2,34.28,0.0,inf,8.7
світшот,світшот,82,567,3,33.83,0.0,inf,0.53
прямые,прям,52,233,3,33.63,0.0,inf,1.29
pezet,pezet,1,1,1,32.93,0.0,inf,100.0
джогери,джогер,79,305,4,32.16,0.0,inf,1.31
zero,zero,22,431,7,31.89,0.0,inf,1.62
foxtrot,foxtrot,14,409,7,31.89,0.0,inf,1.71
айленд,айленд,22,46,2,31.71,0.0,inf,4.35
zip,zip,137,737,7,31.71,0.0,inf,0.95
стон,стон,29,91,2,31.71,0.0,inf,2.2
собаки,собак,8,23,2,31.7,0.0,inf,8.7
жадан,жада,9,30,2,31.7,0.0,inf,6.67
зіпки,зіпки,7,275,3,31.63,0.25,126.5,1.09
ван,ван,7,19,1,30.7,0.0,inf,5.26
гог,гог,1,6,1,30.7,0.0,inf,16.67
укр,укр,21,150,3,30.68,0.0,inf,2.0
revish,revish,1,5,1,30.2,0.0,inf,20.0
патагонія,патагоні,5,21,1,30.2,0.0,inf,4.76
лляні,лляні,26,84,1,30.12,0.0,inf,1.19
прапорів,прапорів,23,444,3,29.9,0.0,inf,0.68
west,west,12,31,2,29.68,0.0,inf,6.45
coast,coast,8,27,2,29.68,0.0,inf,7.41
пума,пум,33,51,2,29.64,0.0,inf,3.92
gart,gart,1,41,2,29.45,0.0,inf,4.88
мистер,мистер,2,18,2,29.18,0.0,inf,11.11
київ,київ,42,197,2,29.09,0.0,inf,1.02
ріот,ріот,13,605,8,28.63,0.0,inf,1.32
стильна,стильн,30,54,3,28.48,0.0,inf,5.56
cult,cult,12,630,1,28.16,0.0,inf,0.16
рагнарок,рагнарок,4,100,1,27.95,0.0,inf,1.0
бершка,бершк,35,130,3,27.32,0.0,inf,2.31
капюшоном,капюшон,105,375,3,27.12,0.113,240.3,0.8
запоріжжя,запоріжж,8,101,2,27.11,0.0,inf,1.98
дівіжн,дівіжн,24,783,8,27.09,0.0,inf,1.02
headbag,headbag,4,151,1,27.06,0.0,inf,0.66
kirakilla,kirakilla,2,23,1,26.58,0.0,inf,4.35
stlv,stlv,6,613,2,26.37,0.0,inf,0.33
теплые,тепл,46,77,2,26.01,0.0,inf,2.6
вампир,вампир,11,87,2,25.62,0.0,inf,2.3
виробництва,виробництв,4,38,3,25.46,0.0,inf,7.89
україні,україні,10,63,1,24.56,0.0,inf,1.59
bull,bull,6,19,1,24.48,0.0,inf,5.26
pit,pit,5,18,1,24.48,0.0,inf,5.56
молнии,молн,69,316,4,24.47,0.0,inf,1.27
стор,стор,7,12,1,24.45,0.0,inf,8.33
dead,dead,38,528,4,24.08,0.0,inf,0.76
виготовлення,виготовлен,8,178,2,23.87,0.0,inf,1.12
харьков,харьк,38,121,3,23.74,0.0,inf,2.48
бойовий,бойов,12,219,2,23.74,0.0,inf,0.91
молот,молот,19,180,2,23.66,0.0,inf,1.11
wide,wide,35,48,1,23.6,0.0,inf,2.08
relaxed,relaxed,18,46,1,23.6,0.0,inf,2.17
скеля,скел,4,173,1,23.55,0.0,inf,0.58
игрушка,игрушк,2,3,1,23.42,0.0,inf,33.33
турция,турц,8,12,2,23.28,0.0,inf,16.67
стерненко,стерненк,14,474,3,23.04,0.0,inf,0.63
нікова,ніков,14,158,3,22.99,0.0,inf,1.9
плакат,плакат,31,154,2,22.89,0.0,inf,1.3
найк,найк,113,237,4,22.87,0.0,inf,1.69
знак,знак,6,8,1,22.48,0.0,inf,12.5
дронщики,дронщик,4,99,3,22.46,0.0,inf,3.03
281z,281z,2,6,1,21.94,0.0,inf,16.67
анархистов,анархист,3,8,1,21.85,0.0,inf,12.5
cropp,cropp,36,133,6,21.71,0.0,inf,4.51
поло,пол,23,33,2,21.65,0.0,inf,6.06
адидас,адидас,63,118,2,21.37,0.0,inf,1.69
гори,гор,15,36,1,21.23,0.0,inf,2.78
тактичне,тактичн,21,129,3,21.19,0.0,inf,2.33
ангелами,ангел,17,68,2,21.14,0.0,inf,2.94
православные,православн,11,59,3,21.09,0.0,inf,5.08
souls,souls,12,283,3,20.85,0.0,inf,1.06
zoho,zoho,11,228,1,20.82,0.0,inf,0.44
футболок,футболок,19,73,2,20.73,0.0,inf,2.74
bazalook,bazalook,1,22,3,20.36,0.0,inf,13.64
svastone,svastone,29,1112,2,20.22,0.0,inf,0.18
bad,bad,22,175,3,20.16,0.0,inf,1.71
oversize,oversize,17,50,3,19.79,0.0,inf,6.0
обериг,обериг,2,33,2,19.77,0.0,inf,6.06
hello,hello,2,4,1,19.73,0.0,inf,25.0
kitty,kitty,1,2,1,19.73,0.0,inf,50.0
рожеве,рожев,30,170,2,19.65,1.0,19.6,1.18
premiata,premiata,2,3,1,19.57,0.0,inf,33.33
трикотажні,трикотажні,20,69,1,19.25,0.0,inf,1.45
design,design,12,55,1,19.11,0.0,inf,1.82
beom,beom,2,17,1,19.11,0.0,inf,5.88
флагшток,флагшток,55,234,5,18.83,0.0,inf,2.14
модні,модні,14,24,2,18.76,0.0,inf,8.33
великих,велик,53,137,2,18.51,0.0,inf,1.46
розмірів,розмірів,43,108,2,18.51,0.0,inf,1.85
про,про,19,70,1,18.34,0.0,inf,1.43
антисоциал,антисоциа,2,5,1,18.34,0.0,inf,20.0
тризуб,тризуб,14,29,1,18.24,0.0,inf,3.45
fpv,fpv,10,127,2,18.21,0.0,inf,1.57
футер,футер,2,5,1,18.14,0.0,inf,20.0
частин,частин,3,74,1,17.93,0.0,inf,1.35
сбс,сбс,6,77,2,17.7,0.0,inf,2.6
шмотки,шмотк,7,25,1,17.58,0.0,inf,4.0
kaif,kaif,4,20,1,17.56,0.0,inf,5.0
riotdivision,riotdivision,3,231,3,17.56,0.0,inf,1.3
schmalgauzen,schmalgauzen,3,23,2,17.41,0.0,inf,8.7
scam,scam,6,15,1,17.39,0.0,inf,6.67
metalshop,metalshop,3,40,2,17.39,0.0,inf,5.0
joggers,joggers,42,75,1,17.36,0.0,inf,1.33
tac,tac,13,92,1,17.3,0.0,inf,1.09
ogp,ogp,12,684,4,17.21,0.0,inf,0.58
рефлектив,рефлект,5,28,1,17.05,0.0,inf,3.57
розмір,розмір,27,97,2,16.65,0.0,inf,2.06
nichogo,nichogo,1,16,1,16.57,0.0,inf,6.25
sviatogo,sviatogo,1,16,1,16.57,0.0,inf,6.25
метал,мета,26,172,1,16.14,0.0,inf,0.58
официальные,официальн,11,56,2,16.01,0.0,inf,3.57
rusoriz,rusoriz,4,129,6,15.99,0.0,inf,4.65
спине,спин,52,315,5,15.97,0.0,inf,1.59
ocean,ocean,19,135,2,15.89,0.0,inf,1.48
спорт,спорт,44,91,1,15.62,0.0,inf,1.1
хащі,хащі,4,127,2,15.6,0.0,inf,1.57
лудик,лудик,1,2,1,15.39,0.0,inf,50.0
monoclo,monoclo,1,9,1,15.16,0.0,inf,11.11
crazy,crazy,1,2,1,15.08,0.0,inf,50.0
art,art,8,20,1,15.08,0.0,inf,5.0
шоп,шоп,74,371,2,15.07,0.0,inf,0.54
дурнев,дурн,8,157,2,15.07,0.0,inf,1.27
свободного,свободн,30,63,1,14.97,0.0,inf,1.59
артилерія,артилері,5,70,1,14.97,0.0,inf,1.43
бункер,бункер,1,1,1,14.94,0.0,inf,100.0
спортивки,спортивк,51,255,1,14.91,0.0,inf,0.39
centuria,centuria,2,12,1,14.91,0.0,inf,8.33
money,money,12,24,2,14.85,0.0,inf,8.33
патч,патч,18,57,2,14.71,0.0,inf,3.51
loose,loose,28,49,1,14.69,0.0,inf,2.04
гангстер,гангстер,1,4,3,14.63,0.0,inf,75.0
gearlab,gearlab,2,11,2,14.63,0.0,inf,18.18
syndicate,syndicate,11,176,2,14.54,0.0,inf,1.14
farfie,farfie,2,79,1,14.45,0.0,inf,1.27
corteiz,corteiz,17,29,1,14.44,0.0,inf,3.45
hmp,hmp,2,2,1,14.44,0.0,inf,50.0
farfi,farfi,5,43,1,14.43,0.0,inf,2.33
white,white,46,108,3,14.42,0.0,inf,2.78
longsleeve,longsleeve,2,4,1,14.42,0.0,inf,25.0
clothes,clothes,40,123,1,14.33,0.0,inf,0.81
стріляй,стріля,6,91,3,14.18,0.0,inf,3.3
мандруй,мандр,6,91,3,14.18,0.0,inf,3.3
кохай,коха,11,102,3,14.18,0.0,inf,2.94
брендів,брендів,12,63,2,14.17,0.0,inf,3.17
мото,мот,9,81,1,13.87,0.0,inf,1.23
холодний,холодн,4,50,1,13.77,0.0,inf,2.0
starberry,starberry,5,81,2,13.64,0.0,inf,2.47
oli,oli,2,17,1,13.58,0.0,inf,5.88
sykes,sykes,1,16,1,13.58,0.0,inf,6.25
shmot,shmot,3,8,1,13.53,0.0,inf,12.5
huyase,huyase,1,2,1,13.53,0.0,inf,50.0
хлопців,хлопців,18,51,2,13.49,0.0,inf,3.92
некст,некст,2,6,2,13.34,0.0,inf,33.33
optimus,optimus,11,500,2,13.33,0.25,53.3,0.4
gang,gang,20,554,2,13.33,0.25,53.3,0.36
вільного,вільног,11,48,1,13.15,0.0,inf,2.08
гонорові,гонорові,9,494,2,13.13,0.0,inf,0.4
тупаком,тупак,2,19,1,13.12,0.0,inf,5.26
добру,добр,3,17,1,12.95,0.0,inf,5.88
бути,бут,3,15,1,12.95,0.0,inf,6.67
лама,лам,4,14,1,12.81,0.0,inf,7.14
зохо,зох,8,153,1,12.79,0.0,inf,0.65
ушками,ушк,3,4,1,12.76,0.0,inf,25.0
луна,лун,3,11,1,12.76,0.0,inf,9.09
зара,зар,54,139,2,12.61,0.0,inf,1.44
пирокинезис,пирокинезис,1,8,1,12.54,0.0,inf,12.5
тойс,тойс,5,521,1,12.51,0.0,inf,0.19
пекло,пекл,6,537,1,12.51,0.0,inf,0.19
orbit,orbit,1,2,1,12.44,0.0,inf,50.0
culture,culture,11,51,1,12.44,0.0,inf,1.96
левис,левис,3,10,3,12.41,0.0,inf,30.0
smerch,smerch,4,107,1,12.3,0.0,inf,0.93
воля,вол,13,230,1,12.25,0.0,inf,0.43
смерть,смерт,30,227,1,12.25,0.0,inf,0.44
без,без,36,96,2,12.24,0.0,inf,2.08
фог,фог,1,6,1,11.87,0.0,inf,16.67
молодіжні,молодіжні,9,45,1,11.84,0.0,inf,2.22
азов,аз,37,428,3,11.8,0.0,inf,0.7
дог,дог,1,9,1,11.79,0.0,inf,11.11
энд,энд,5,14,1,11.79,0.0,inf,7.14
range,range,5,526,3,11.79,0.0,inf,0.57
rocks,rocks,3,489,3,11.79,0.0,inf,0.61
ред,ред,6,22,1,11.79,0.0,inf,4.55
hulls,hulls,1,7,1,11.77,0.0,inf,14.29
балахон,балахон,10,27,2,11.76,0.0,inf,7.41
merch,merch,133,302,3,11.74,0.0,inf,0.99
young,young,5,45,3,11.73,0.0,inf,6.67
thug,thug,6,49,3,11.73,0.0,inf,6.12
сайт,сайт,80,670,3,11.64,0.0,inf,0.45
осенние,осен,28,75,2,11.59,0.0,inf,2.67
mattino,mattino,8,383,1,11.53,0.0,inf,0.26
tnmk,tnmk,1,4,1,11.42,0.0,inf,25.0
металлика,металлик,6,22,1,11.41,0.0,inf,4.55
опг,опг,2,8,1,11.36,0.0,inf,12.5
замку,замк,65,379,2,11.31,0.0,inf,0.53
дід,дід,1,26,1,11.29,0.0,inf,3.85
шинобі,шинобі,1,26,1,11.29,0.0,inf,3.85
sweetpants,sweetpants,1,3,1,11.12,0.0,inf,33.33
танців,танців,3,5,1,11.11,0.0,inf,20.0
pantalon,pantalon,2,2,1,11.09,0.0,inf,50.0
ssur,ssur,8,89,2,11.09,0.0,inf,2.25
м8л8тх,м8л8тх,12,96,2,11.09,0.0,inf,2.08
власним,власн,4,133,1,11.05,0.0,inf,0.75
дизайном,дизайн,8,233,1,11.05,0.0,inf,0.43
staff,staff,30,203,2,11.03,0.0,inf,0.99
balloon,balloon,3,3,1,11.01,0.0,inf,33.33
tear,tear,2,11,1,10.93,0.0,inf,9.09
готичні,готичні,2,19,1,10.91,0.0,inf,5.26
оригінальні,оригінальні,5,22,1,10.83,0.0,inf,4.55
льон,льон,8,16,1,10.59,0.0,inf,6.25
літні,літні,59,101,1,10.59,0.0,inf,0.99
бандера,бандер,15,65,1,10.54,0.0,inf,1.54
львів,львів,37,134,1,10.5,0.0,inf,0.75
ссо,ссо,11,132,1,10.43,0.0,inf,0.76
богема,богем,1,33,1,10.41,0.0,inf,3.03
ленинград,ленинград,1,33,1,10.41,0.0,inf,3.03
clothing,clothing,69,202,2,10.38,0.0,inf,0.99
batcat,batcat,1,8,1,10.28,0.0,inf,12.5
коргва,коргв,1,13,1,10.24,0.0,inf,7.69
мотохуді,мотохуді,1,9,1,10.09,0.0,inf,11.11
everfox,everfox,1,2,1,10.08,0.0,inf,50.0
stuff,stuff,3,20,1,10.05,0.0,inf,5.0
літо,літо,12,24,1,9.96,0.0,inf,4.17
яктак,яктак,3,17,2,9.86,0.0,inf,11.76
шторм,шторм,2,10,1,9.75,0.0,inf,10.0
руник,руник,1,8,1,9.75,0.0,inf,12.5
клуб,клуб,3,97,1,9.68,0.0,inf,1.03
язківців,язківців,1,20,1,9.56,0.0,inf,5.0
стафф,стафф,95,657,2,9.56,0.0,inf,0.3
kyiv,kyiv,17,194,2,9.52,0.0,inf,1.03
bmth,bmth,8,33,1,9.52,0.0,inf,3.03
staybrave,staybrave,1,81,1,9.51,0.0,inf,1.23
грибами,гриб,3,14,1,9.43,0.0,inf,7.14
пизда,пизд,7,88,1,9.41,0.0,inf,1.14
кракен,крак,16,176,2,9.41,0.0,inf,1.14
1654,1654,5,48,2,9.41,0.0,inf,4.17
org,org,2,6,1,9.28,0.0,inf,16.67
oakley,oakley,5,6,1,9.26,0.0,inf,16.67
dragon,dragon,7,23,1,9.23,0.0,inf,4.35
skill,skill,1,5,1,9.23,0.0,inf,20.0
цивільний,цивільн,1,9,1,9.23,0.0,inf,11.11
kill,kill,12,48,1,9.23,0.0,inf,2.08
captheuni,captheuni,2,220,2,9.2,0.0,inf,0.91
палаццо,палацц,23,45,1,9.17,0.0,inf,2.22
korogva,korogva,1,252,1,9.05,0.0,inf,0.4
журба,журб,5,20,1,9.0,0.0,inf,5.0
mod44,mod44,1,28,1,8.92,0.0,inf,3.57
у2к,у2к,11,48,1,8.87,0.0,inf,2.08
білий,біли,6,12,1,8.84,0.0,inf,8.33
стяг,стяг,13,637,1,8.69,0.0,inf,0.16
руками,рук,7,10,1,8.66,0.0,inf,10.0
своими,сво,17,132,1,8.66,0.0,inf,0.76
потасовка,потасовк,19,541,5,8.59,0.0,inf,0.92
монашка,монашк,3,5,1,8.58,0.0,inf,20.0
харків,харків,24,136,1,8.54,0.0,inf,0.74
залізобетон,залізобетон,2,6,1,8.54,0.0,inf,16.67
буда,буд,6,7,1,8.48,0.0,inf,14.29
патасовка,патасовк,1,6,1,8.47,0.0,inf,16.67
тактикал,тактика,8,126,1,8.45,0.0,inf,0.79
урбан,урба,25,265,1,8.45,0.0,inf,0.38
манто,мант,28,95,1,8.42,0.0,inf,1.05
фпв,фпв,6,82,1,8.34,0.0,inf,1.22
подарунки,подарунк,7,17,1,8.32,0.0,inf,5.88
дніпро,дніпро,12,39,1,8.32,0.0,inf,2.56
animalism,animalism,4,57,1,8.3,0.0,inf,1.75
джоггеры,джоггер,35,76,1,8.24,0.0,inf,1.32
спині,спині,27,197,2,8.15,0.0,inf,1.02
lexie,lexie,1,5,2,8.15,0.0,inf,40.0
skripka,skripka,3,8,1,8.14,0.0,inf,12.5
бригадні,бригадні,1,89,1,8.14,0.0,inf,1.12
бегі,бегі,4,14,2,8.1,0.0,inf,14.29
brave,brave,12,126,1,8.09,0.0,inf,0.79
rex,rex,11,52,2,8.05,0.0,inf,3.85
urban,urban,32,343,2,8.04,0.0,inf,0.58
майка,майк,23,27,1,7.96,0.0,inf,3.7
hammer,hammer,10,106,3,7.85,0.0,inf,2.83
fosfor,fosfor,1,8,1,7.81,0.0,inf,12.5
берсерк,берсерк,8,48,1,7.66,0.0,inf,2.08
ukrforma,ukrforma,1,2,1,7.61,0.0,inf,50.0
адаптивні,адаптивні,2,11,1,7.55,0.0,inf,9.09
special,special,9,87,2,7.55,0.0,inf,2.3
виробника,виробник,22,102,1,7.41,0.0,inf,0.98
заказ,заказ,26,438,1,7.34,0.0,inf,0.23
койот,койот,6,35,1,7.34,0.0,inf,2.86
виробників,виробників,2,6,1,7.29,0.0,inf,16.67
одежа,одеж,5,12,1,7.29,0.0,inf,8.33
wave,wave,2,6,1,7.27,0.0,inf,16.67
нефор,нефор,16,32,1,7.27,0.0,inf,3.12
hardy,hardy,11,126,1,7.27,0.0,inf,0.79
vast,vast,1,5,1,7.27,0.0,inf,20.0
кабанчі,кабанчі,1,11,1,7.21,0.0,inf,9.09
хонорові,хонорові,2,60,1,7.19,0.0,inf,1.67
sullen,sullen,5,28,1,7.15,0.0,inf,3.57
коругва,коругв,1,258,1,7.1,0.0,inf,0.39
виварене,виварен,1,9,1,6.98,0.0,inf,11.11
хасл,хасл,6,45,1,6.96,0.0,inf,2.22
панк,панк,15,42,1,6.94,0.0,inf,2.38
zhadan,zhadan,1,5,1,6.93,0.0,inf,20.0
grand,grand,3,9,1,6.9,0.0,inf,11.11
lavita,lavita,1,2,1,6.9,0.0,inf,50.0
лелеки,лелек,12,23,1,6.89,0.0,inf,4.35
twilight,twilight,6,96,2,6.89,0.0,inf,2.08
лонгслів,лонгслів,29,211,1,6.88,0.0,inf,0.47
tex,tex,4,48,1,6.87,0.0,inf,2.08
helikon,helikon,5,51,1,6.87,0.0,inf,1.96
змейке,змейк,7,45,1,6.85,0.0,inf,2.22
boboriko,boboriko,1,2,1,6.85,0.0,inf,50.0
derzay,derzay,1,8,1,6.84,0.0,inf,12.5
піхоти,піхот,15,110,1,6.84,0.0,inf,0.91
humanoid,humanoid,1,66,1,6.8,0.0,inf,1.52
lucky,lucky,5,75,1,6.8,0.0,inf,1.33
hard,hard,17,158,3,6.78,0.0,inf,1.9
іду,іду,3,28,1,6.69,0.0,inf,3.57
старые,стар,8,49,1,6.64,0.0,inf,2.04
