word,stem,n_terms,impressions,clicks,cost,conversions,CPA,CTR_%
riotdivision,riotdivision,5,410,8,56.57,0.0,inf,1.95
джинсы,джинс,197,441,9,55.33,0.0,inf,2.04
баба,баб,62,450,11,55.1,0.0,inf,2.44
balak,balak,2,248,2,54.95,0.0,inf,0.81
dead,dead,42,755,5,54.35,0.0,inf,0.66
shop,shop,247,1481,7,53.96,0.0,inf,0.47
заказать,заказа,49,764,1,53.66,0.0,inf,0.13
розвідки,розвідк,8,450,8,53.2,0.0,inf,1.78
донбасса,донбасс,32,843,8,52.75,0.0,inf,0.95
zara,zara,78,220,3,52.3,0.0,inf,1.36
київський,київськ,7,314,2,52.2,0.0,inf,0.64
режим,реж,14,462,2,52.2,0.0,inf,0.43
хованского,хованск,1,4,1,51.69,0.0,inf,25.0
special,special,13,145,4,51.66,0.0,inf,2.76
капюшоном,капюшон,146,536,6,51.65,0.113,457.7,1.12
корабль,корабл,6,45,1,51.41,0.0,inf,2.22
русский,русск,4,43,1,51.41,0.0,inf,2.33
souls,souls,13,428,4,51.12,0.0,inf,0.93
ogonpushka,ogonpushka,2,86,2,51.11,0.0,inf,2.33
бпла,бпла,10,100,3,50.15,0.0,inf,3.0
фпв,фпв,7,155,5,50.01,0.5,100.0,3.23
сикснайн,сикснайн,2,13,2,50.01,0.0,inf,15.38
кроя,кро,43,222,5,49.64,0.0,inf,2.25
teivaz,teivaz,3,589,5,48.93,0.0,inf,0.85
ghfgjhb,ghfgjhb,1,9,1,48.52,0.0,inf,11.11
язківець,язківет^,2,34,8,48.48,0.0,inf,23.53
азов,аз,51,738,6,48.25,0.0,inf,0.81
прямые,прям,71,446,4,47.7,0.0,inf,0.9
льняные,льнян,25,93,3,47.45,0.0,inf,3.23
спортзала,спортза,6,29,3,47.29,0.0,inf,10.34
багги,багг,48,291,4,47.21,0.0,inf,1.37
ошбр,ошбр,11,134,2,47.2,0.0,inf,1.49
clo,clo,17,150,6,46.98,0.0,inf,4.0
харків,харків,30,295,3,46.5,0.0,inf,1.02
яга,яг,55,379,7,45.95,0.0,inf,1.85
черепами,череп,61,469,6,45.6,0.0,inf,1.28
розмір,розмір,43,168,4,45.5,0.0,inf,2.38
hype,hype,11,178,3,45.26,0.0,inf,1.69
rikky,rikky,9,176,3,45.26,0.0,inf,1.7
хоругва,хоругв,5,91,1,44.65,0.0,inf,1.1
сапер,сапер,17,144,2,44.32,0.0,inf,1.39
forces,forces,6,49,2,44.11,0.0,inf,4.08
хонорові,хонорові,3,153,3,43.79,0.0,inf,1.96
дівіжн,дівіжн,24,1213,12,43.64,0.0,inf,0.99
hoodie,hoodie,537,1767,10,43.58,0.0,inf,0.57
оригинал,оригина,53,91,1,43.37,0.0,inf,1.1
виробництва,виробництв,5,72,4,43.25,0.0,inf,5.56
українські,українські,57,572,4,43.16,0.0,inf,0.7
стела,стел,11,52,1,43.14,0.0,inf,1.92
cgt,cgt,11,139,2,42.85,0.0,inf,1.44
собаки,собак,12,46,3,42.64,0.0,inf,6.52
жадан,жада,15,55,3,42.64,0.0,inf,5.45
mirohodec,mirohodec,1,9,1,42.63,0.0,inf,11.11
hell,hell,14,82,4,42.3,0.0,inf,4.88
welcome,welcome,9,60,4,42.3,0.0,inf,6.67
плакат,плакат,40,312,5,42.23,0.0,inf,1.6
джогери,джогер,95,475,5,42.14,0.0,inf,1.05
скейтбординг,скейтбординг,8,358,5,41.78,1.0,41.8,1.4
помилку,помилк,2,7,1,41.29,0.0,inf,14.29
права,прав,23,64,1,41.29,0.0,inf,1.56
пума,пум,50,97,3,40.91,0.0,inf,3.09
wear,wear,72,1480,3,40.89,0.0,inf,0.2
vidro,vidro,6,143,1,40.48,0.0,inf,0.7
забой,заб,8,134,3,39.88,0.0,inf,2.24
potasovka,potasovka,8,190,5,39.52,0.0,inf,2.63
худак,худак,20,338,2,39.25,0.0,inf,0.59
hate,hate,28,1137,3,38.64,0.0,inf,0.26
піхота,піхот,23,186,3,38.58,0.0,inf,1.61
флагі,флагі,1,33,1,38.12,0.0,inf,3.03
лонг,лонг,20,73,2,38.04,0.0,inf,2.74
маверик,маверик,7,199,3,37.71,0.0,inf,1.51
артилерія,артилері,5,151,2,37.41,0.0,inf,1.32
гектор,гектор,1,1,1,37.32,0.0,inf,100.0
інтернет,інтернет,12,26,2,37.27,0.0,inf,7.69
патріотичні,патріотичні,36,322,4,37.23,0.0,inf,1.24
kentpaket,kentpaket,1,62,1,36.99,0.0,inf,1.61
ронин,ронин,1,8,1,36.93,0.0,inf,12.5
виробника,виробник,32,171,2,36.33,0.0,inf,1.17
вандерласт,вандерласт,1,5,1,36.16,0.0,inf,20.0
ассасин,ассасин,1,2,1,36.12,0.0,inf,50.0
рагнарок,рагнарок,4,161,2,35.2,0.0,inf,1.24
замку,замк,78,509,4,34.97,0.0,inf,0.79
дшв,дшв,20,191,1,34.88,0.0,inf,0.52
ріот,ріот,13,929,9,34.77,0.0,inf,0.97
виготовлення,виготовлен,8,303,3,34.69,0.0,inf,0.99
київ,київ,53,283,4,34.6,0.0,inf,1.41
шоп,шоп,86,666,5,34.43,0.0,inf,0.75
стафф,стафф,112,837,4,33.95,0.0,inf,0.48
резинці,резинці,18,28,3,33.07,0.0,inf,10.71
pezet,pezet,1,3,1,32.93,0.0,inf,33.33
хижак,хижак,7,142,3,32.9,0.0,inf,2.11
хонорови,хоноров,2,109,2,32.86,0.0,inf,1.83
трикотажні,трикотажні,24,98,2,32.7,0.0,inf,2.04
розмірів,розмірів,67,229,4,32.33,0.0,inf,1.75
великих,велик,79,268,4,32.33,0.0,inf,1.49
айленд,айленд,25,68,2,31.71,0.0,inf,2.94
стон,стон,33,127,2,31.71,0.0,inf,1.57
zip,zip,163,954,7,31.71,0.0,inf,0.73
скеля,скел,7,276,2,31.2,0.0,inf,0.72
ван,ван,7,22,1,30.7,0.0,inf,4.55
гог,гог,1,7,1,30.7,0.0,inf,14.29
укр,укр,26,215,3,30.68,0.0,inf,1.4
запоріжжя,запоріжж,9,143,3,30.57,0.0,inf,2.1
tac,tac,14,137,3,30.55,0.0,inf,2.19
нарада,нарад,2,71,1,30.27,1.0,30.3,1.41
патагонія,патагоні,6,25,1,30.2,0.0,inf,4.0
revish,revish,1,5,1,30.2,0.0,inf,20.0
лляні,лляні,28,98,1,30.12,0.0,inf,1.02
cult,cult,16,910,2,30.04,0.0,inf,0.22
тактичне,тактичн,37,303,5,29.83,0.0,inf,1.65
ukrarmor,ukrarmor,1,7,1,29.8,0.0,inf,14.29
west,west,12,34,2,29.68,0.0,inf,5.88
coast,coast,8,30,2,29.68,0.0,inf,6.67
адаптивні,адаптивні,2,17,2,29.58,0.0,inf,11.76
gart,gart,1,52,2,29.45,0.0,inf,3.85
мистер,мистер,2,19,2,29.18,0.0,inf,10.53
ідея,іде,8,296,2,29.17,0.0,inf,0.68
нації,нації,10,298,2,29.17,0.0,inf,0.67
толстых,толст,4,6,1,29.04,0.0,inf,16.67
манжетів,манжетів,4,43,2,29.04,0.0,inf,4.65
андеграунд,андеграунд,21,176,1,28.52,0.0,inf,0.57
стильна,стильн,42,81,3,28.48,0.0,inf,3.7
спортивки,спортивк,66,421,3,27.94,0.0,inf,0.71
морська,морськ,10,41,1,27.85,0.0,inf,2.44
патч,патч,34,127,4,27.77,0.0,inf,3.15
балахон,балахон,12,36,3,27.67,0.0,inf,8.33
альфа,альф,31,116,2,27.61,0.0,inf,1.72
бершка,бершк,42,183,3,27.32,0.0,inf,1.64
маверік,маверік,7,84,1,27.27,0.0,inf,1.19
headbag,headbag,4,224,1,27.06,0.0,inf,0.45
kirakilla,kirakilla,2,45,1,26.58,0.0,inf,2.22
дурнев,дурн,8,319,4,26.51,0.0,inf,1.25
donetsk,donetsk,3,23,1,26.21,0.0,inf,4.35
zaboy,zaboy,4,63,1,26.21,0.0,inf,1.59
ogp,ogp,12,789,5,26.06,0.0,inf,0.63
воля,вол,20,333,2,26.05,0.0,inf,0.6
теплые,тепл,84,169,2,26.01,0.0,inf,1.18
кракен,крак,18,312,3,25.94,0.0,inf,0.96
байдикую,байдик,1,20,2,25.73,0.0,inf,10.0
korogva,korogva,1,457,4,25.65,0.0,inf,0.88
вампир,вампир,13,135,2,25.62,0.0,inf,1.48
літні,літні,62,122,3,25.17,0.0,inf,2.46
коргва,коргв,1,122,2,25.17,0.0,inf,1.64
пизда,пизд,13,188,2,25.13,0.0,inf,1.06
кепка,кепк,20,48,1,25.1,0.0,inf,2.08
com,com,74,323,2,24.76,0.0,inf,0.62
реб,реб,2,64,3,24.63,0.0,inf,4.69
україні,україні,11,66,1,24.56,0.0,inf,1.52
модні,модні,19,32,3,24.51,0.0,inf,9.38
pit,pit,5,21,1,24.48,0.0,inf,4.76
bull,bull,6,22,1,24.48,0.0,inf,4.55
молнии,молн,93,470,4,24.47,0.0,inf,0.85
стор,стор,8,35,1,24.45,0.0,inf,2.86
drapp,drapp,3,24,1,23.9,0.0,inf,4.17
больших,больш,81,157,4,23.89,0.0,inf,2.55
флагшток,флагшток,78,432,9,23.8,0.0,inf,2.08
спорт,спорт,54,146,2,23.77,0.0,inf,1.37
харьков,харьк,55,216,3,23.74,0.0,inf,1.39
бойовий,бойов,14,332,2,23.74,0.0,inf,0.6
молот,молот,20,215,2,23.66,0.0,inf,0.93
relaxed,relaxed,28,70,1,23.6,0.0,inf,1.43
wide,wide,54,81,1,23.6,0.0,inf,1.23
игрушка,игрушк,4,6,1,23.42,0.0,inf,16.67
турция,турц,10,15,2,23.28,0.0,inf,13.33
кроп,кроп,38,152,3,23.28,0.0,inf,1.97
стерненко,стерненк,15,656,3,23.04,0.0,inf,0.46
нікова,ніков,15,184,3,22.99,0.0,inf,1.63
найк,найк,135,341,4,22.87,0.0,inf,1.17
project,project,31,410,3,22.75,0.0,inf,0.73
shirts,shirts,49,95,2,22.64,0.0,inf,2.11
знак,знак,9,21,1,22.48,0.0,inf,4.76
будь,буд,13,43,2,22.3,0.0,inf,4.65
y2k,y2k,53,333,1,22.17,0.0,inf,0.3
риот,риот,16,667,9,22.09,0.0,inf,1.35
nike,nike,116,274,2,22.08,0.0,inf,0.73
281z,281z,2,13,1,21.94,0.0,inf,7.69
анархистов,анархист,3,8,1,21.85,0.0,inf,12.5
cropp,cropp,43,162,6,21.71,0.0,inf,3.7
поло,пол,28,45,2,21.65,0.0,inf,4.44
адидас,адидас,77,160,2,21.37,0.0,inf,1.25
гори,гор,22,76,1,21.23,0.0,inf,1.32
range,range,6,667,5,21.14,0.0,inf,0.75
ангелами,ангел,19,85,2,21.14,0.0,inf,2.35
rocks,rocks,5,624,5,21.14,0.0,inf,0.8
православные,православн,13,71,3,21.09,0.0,inf,4.23
діловод,діловод,1,7,2,21.09,0.0,inf,28.57
450,450,4,80,1,20.81,0.0,inf,1.25
мінометник,мінометник,5,18,1,20.75,0.0,inf,5.56
футболок,футболок,23,95,2,20.73,0.0,inf,2.11
размеров,размер,92,160,4,20.63,0.0,inf,2.5
maverick,maverick,14,481,2,20.58,0.0,inf,0.42
bazalook,bazalook,1,27,3,20.36,0.0,inf,11.11
oversized,oversized,27,47,2,20.32,0.0,inf,4.26
свободного,свободн,41,152,2,20.29,0.0,inf,1.32
теплі,теплі,55,111,2,20.17,0.0,inf,1.8
bad,bad,30,279,3,20.16,0.0,inf,1.08
oversize,oversize,26,68,3,19.79,0.0,inf,4.41
обериг,обериг,2,38,2,19.77,0.0,inf,5.26
kitty,kitty,1,2,1,19.73,0.0,inf,50.0
hello,hello,2,4,1,19.73,0.0,inf,25.0
стандартний,стандартн,3,31,1,19.66,0.0,inf,3.23
рожеве,рожев,30,170,2,19.65,1.0,19.6,1.18
premiata,premiata,2,6,1,19.57,0.0,inf,16.67
потасовка,потасовк,20,719,7,19.5,0.0,inf,0.97
акула,акул,26,74,1,19.5,0.0,inf,1.35
shark,shark,11,39,2,19.48,0.0,inf,5.13
молодіжні,молодіжні,12,69,2,19.36,0.0,inf,2.9
lucky,lucky,5,101,2,19.15,0.0,inf,1.98
humanoid,humanoid,1,92,2,19.15,0.0,inf,2.17
design,design,17,72,1,19.11,0.0,inf,1.39
beom,beom,2,19,1,19.11,0.0,inf,5.26
метал,мета,29,242,2,18.92,0.0,inf,0.83
сайт,сайт,107,1078,4,18.42,0.0,inf,0.37
rusoriz,rusoriz,5,157,8,18.42,0.0,inf,5.1
про,про,20,78,1,18.34,0.0,inf,1.28
антисоциал,антисоциа,2,6,1,18.34,0.0,inf,16.67
тризуб,тризуб,20,45,1,18.24,0.0,inf,2.22
fpv,fpv,15,207,2,18.21,0.0,inf,0.97
футер,футер,2,6,1,18.14,0.0,inf,16.67
частин,частин,6,83,1,17.93,0.0,inf,1.2
сбс,сбс,7,171,2,17.7,0.0,inf,1.17
шмотки,шмотк,8,26,1,17.58,0.0,inf,3.85
kaif,kaif,5,30,1,17.56,0.0,inf,3.33
schmalgauzen,schmalgauzen,4,30,2,17.41,0.0,inf,6.67
scam,scam,8,21,1,17.39,0.0,inf,4.76
metalshop,metalshop,4,64,2,17.39,0.0,inf,3.12
joggers,joggers,60,119,1,17.36,0.0,inf,0.84
спине,спин,59,460,6,17.28,0.0,inf,1.3
warrior,warrior,18,270,2,17.14,0.0,inf,0.74
рефлектив,рефлект,5,40,1,17.05,0.0,inf,2.5
white,white,55,142,4,17.01,0.0,inf,2.82
sweetpants,sweetpants,1,4,2,16.81,0.0,inf,50.0
кріплення,кріплен,8,173,8,16.71,0.0,inf,4.62
humana,humana,2,2,1,16.69,0.0,inf,50.0
nichogo,nichogo,1,16,1,16.57,0.0,inf,6.25
sviatogo,sviatogo,1,16,1,16.57,0.0,inf,6.25
практичний,практичн,1,2,1,16.55,0.0,inf,50.0
рост,рост,11,15,1,16.46,0.0,inf,6.67
высокий,высок,24,37,1,16.46,0.0,inf,2.7
фенікс,фенікс,2,18,1,16.42,0.0,inf,5.56
стяг,стяг,16,837,2,16.41,0.0,inf,0.24
смерть,смерт,40,338,2,16.34,0.0,inf,0.59
gang,gang,23,643,3,16.11,0.25,64.4,0.47
optimus,optimus,13,582,3,16.11,0.25,64.4,0.52
украинский,украинск,64,286,3,16.08,0.0,inf,1.05
официальные,официальн,16,90,2,16.01,0.0,inf,2.22
ocean,ocean,22,143,2,15.89,0.0,inf,1.4
хащі,хащі,4,181,2,15.6,0.0,inf,1.1
лудик,лудик,1,2,1,15.39,0.0,inf,50.0
monoclo,monoclo,1,12,1,15.16,0.0,inf,8.33
art,art,12,28,1,15.08,0.0,inf,3.57
crazy,crazy,1,2,1,15.08,0.0,inf,50.0
патасовка,патасовк,1,10,2,15.03,0.0,inf,20.0
бункер,бункер,1,2,1,14.94,0.0,inf,50.0
centuria,centuria,2,15,1,14.91,0.0,inf,6.67
money,money,12,26,2,14.85,0.0,inf,7.69
casual,casual,21,58,1,14.84,0.0,inf,1.72
loose,loose,44,95,1,14.69,0.0,inf,1.05
гангстер,гангстер,1,4,3,14.63,0.0,inf,75.0
gearlab,gearlab,2,17,2,14.63,0.0,inf,11.76
syndicate,syndicate,12,272,2,14.54,0.0,inf,0.74
спині,спині,33,310,3,14.47,0.0,inf,0.97
farfie,farfie,2,87,1,14.45,0.0,inf,1.15
corteiz,corteiz,18,33,1,14.44,0.0,inf,3.03
hmp,hmp,2,2,1,14.44,0.0,inf,50.0
farfi,farfi,6,46,1,14.43,0.0,inf,2.17
longsleeve,longsleeve,4,10,1,14.42,0.0,inf,10.0
paul,paul,3,3,1,14.38,0.0,inf,33.33
clothes,clothes,44,144,1,14.33,0.0,inf,0.69
стріляй,стріля,8,157,3,14.18,0.0,inf,1.91
мандруй,мандр,8,157,3,14.18,0.0,inf,1.91
кохай,коха,18,185,3,14.18,0.0,inf,1.62
брендів,брендів,17,99,2,14.17,0.0,inf,2.02
ппо,ппо,5,111,2,13.98,0.0,inf,1.8
мото,мот,9,91,1,13.87,0.0,inf,1.1
пеньком,пеньк,2,10,1,13.82,0.0,inf,10.0
джоггеры,джоггер,56,128,2,13.82,0.0,inf,1.56
холодний,холодн,5,58,1,13.77,0.0,inf,1.72
ціна,ціна,3,4,1,13.74,0.0,inf,25.0
starberry,starberry,5,120,2,13.64,0.0,inf,1.67
свої,свої,16,221,2,13.63,0.0,inf,0.9
всі,всі,20,239,2,13.63,0.0,inf,0.84
sykes,sykes,1,16,1,13.58,0.0,inf,6.25
oli,oli,2,17,1,13.58,0.0,inf,5.88
huyase,huyase,1,2,1,13.53,0.0,inf,50.0
shmot,shmot,3,8,1,13.53,0.0,inf,12.5
хлопців,хлопців,28,93,2,13.49,0.0,inf,2.15
некст,некст,2,10,2,13.34,0.0,inf,20.0
подарки,подарк,4,8,1,13.3,0.0,inf,12.5
сталкер,сталкер,21,129,1,13.17,0.0,inf,0.78
вільного,вільног,11,88,1,13.15,0.0,inf,1.14
тупаком,тупак,2,24,1,13.12,0.0,inf,4.17
зіпер,зіпер,3,24,2,13.11,0.0,inf,8.33
40000,40000,8,42,1,13.02,0.0,inf,2.38
вархаммер,вархаммер,7,64,1,13.02,0.0,inf,1.56
inspiradora,inspiradora,3,17,1,13.0,0.0,inf,5.88
wave,wave,3,10,2,12.97,0.0,inf,20.0
бути,бут,4,25,1,12.95,0.0,inf,4.0
добру,добр,5,27,1,12.95,0.0,inf,3.7
рокс,рокс,3,79,1,12.94,0.0,inf,1.27
ренж,ренж,1,16,1,12.94,0.0,inf,6.25
прапорі,прапорі,11,252,2,12.87,0.0,inf,0.79
лама,лам,4,14,1,12.81,0.0,inf,7.14
зохо,зох,8,171,1,12.79,0.0,inf,0.58
ушками,ушк,3,4,1,12.76,0.0,inf,25.0
луна,лун,3,12,1,12.76,0.0,inf,8.33
зара,зар,67,225,2,12.61,0.0,inf,0.89
пирокинезис,пирокинезис,1,8,1,12.54,0.0,inf,12.5
orbit,orbit,1,2,1,12.44,0.0,inf,50.0
culture,culture,15,57,1,12.44,0.0,inf,1.75
левис,левис,3,11,3,12.41,0.0,inf,27.27
smerch,smerch,5,206,1,12.3,0.0,inf,0.49
неформальная,неформальн,11,68,1,12.06,0.0,inf,1.47
фог,фог,2,28,1,11.87,0.0,inf,3.57
старшина,старшин,1,27,1,11.86,0.0,inf,3.7
дог,дог,2,10,1,11.79,0.0,inf,10.0
энд,энд,7,16,1,11.79,0.0,inf,6.25
ред,ред,6,27,1,11.79,0.0,inf,3.7
hulls,hulls,1,7,1,11.77,0.0,inf,14.29
merch,merch,190,489,3,11.74,0.0,inf,0.61
young,young,6,70,3,11.73,0.0,inf,4.29
thug,thug,7,73,3,11.73,0.0,inf,4.11
индастриз,индастриз,11,64,1,11.62,0.0,inf,1.56
осенние,осен,38,151,2,11.59,0.0,inf,1.32
turwear,turwear,3,176,1,11.54,0.0,inf,0.57
mattino,mattino,10,623,1,11.53,0.0,inf,0.16
tnmk,tnmk,1,31,1,11.42,0.0,inf,3.23
металлика,металлик,8,25,1,11.41,0.0,inf,4.0
опг,опг,2,8,1,11.36,0.0,inf,12.5
шинобі,шинобі,2,42,1,11.29,0.0,inf,2.38
дід,дід,2,42,1,11.29,0.0,inf,2.38
вишивкою,вишивк,26,169,2,11.21,0.0,inf,1.18
придатний,придатн,4,33,1,11.14,0.0,inf,3.03
необмежено,необмеж,3,32,1,11.14,0.0,inf,3.12
танців,танців,4,10,1,11.11,0.0,inf,10.0
