Campaign,Ad_group,Search_term,Network,Impressions,Clicks,Cost,Conversions
Merchant_Shopping,Всі товари,прапор слабким пізда,SEARCH,159,3,62.77,0.0
Merchant_Shopping,Всі товари,riot division,SEARCH,1859,3,19.5,0.0
Merchant_Shopping,Всі товари,young thug мерч,SEARCH,36,3,11.73,0.0
Merchant_Shopping,Всі товари,military merch,SEARCH,5,3,11.74,0.0
Merchant_Shopping,Всі товари,футболка потасовка,SEARCH,123,3,13.55,0.0
Merchant_Shopping,Всі товари,прапор купить,SEARCH,85,3,41.42,0.0
Merchant_Shopping,Всі товари,прапор фпв,SEARCH,32,3,36.02,0.5
Merchant_Shopping,Всі товари,футболки,SEARCH,148,3,91.19,0.0
Merchant_Shopping,Всі товари,футболки для військових,SEARCH,72,3,67.49,0.0
Merchant_Shopping,Всі товари,худи,SEARCH,655,3,32.41,0.0
Merchant_Shopping,Всі товари,худи кроп мужское,SEARCH,8,3,23.28,0.0
Merchant_Shopping,Всі товари,пекло тойс,SEARCH,367,3,47.82,0.0
Merchant_Shopping,Всі товари,зіпка чоловіча,SEARCH,117,3,21.47,0.0
Merchant_Shopping,Всі товари,худі військове,SEARCH,71,3,13.88,1.0
Merchant_Shopping,Всі товари,худі оверсайз,SEARCH,47,3,37.18,0.0
Merchant_Shopping,Всі товари,купити прапор,SEARCH,895,3,37.79,0.0
Merchant_Shopping,Всі товари,range rocks футболка,SEARCH,60,3,11.34,0.0
Merchant_Shopping,Всі товари,худі чоловічі з принтом,SEARCH,104,3,51.98,0.0
Merchant_Shopping,Всі товари,авіація галичини,SEARCH,253,3,21.59,0.0
Merchant_Shopping,Всі товари,bazalook,SEARCH,7,3,20.36,0.0
Merchant_Shopping,Всі товари,штани,SEARCH,362,3,36.51,0.0
Merchant_Shopping,Всі товари,nord division мерч,SEARCH,264,3,15.3,0.0
Merchant_Shopping,Всі товари,штани спортивні чоловічі широкі,SEARCH,92,3,10.16,0.0
Merchant_Shopping,Всі товари,штани спортивні широкі,SEARCH,81,3,30.79,0.0
Merchant_Shopping,Всі товари,прапор на замовлення,SEARCH,475,3,61.87,0.0
Merchant_Shopping,Всі товари,штаны,SEARCH,256,3,50.29,0.0
Merchant_Shopping,Всі товари,штаны мужские,SEARCH,438,3,46.75,0.0
Merchant_Shopping,Всі товари,корогва прапори купити,SEARCH,362,3,101.59,0.0
Merchant_Shopping,Всі товари,купить флаг донецкой области,SEARCH,193,3,31.73,0.0
Merchant_Shopping,Всі товари,прапор розвідки,SEARCH,273,3,14.65,0.0
Merchant_Shopping,Акційні,кофта норд дивижн,SEARCH,11,3,11.03,0.0
Merchant_Shopping,Всі товари,мандруй стріляй кохай футболка,SEARCH,52,3,14.18,0.0
Merchant_Shopping,Акційні,худі з військовим принтом,SEARCH,22,3,16.85,0.0
Merchant_Shopping,Всі товари,svastone,SEARCH,906,2,45.76,0.0
Merchant_Shopping,Всі товари,зипка мужская,SEARCH,69,2,21.34,0.0
Merchant_Shopping,Всі товари,moletom,SEARCH,31,2,77.53,0.0
Merchant_Shopping,Всі товари,riotdivision футболка,SEARCH,49,2,9.34,0.0
Merchant_Shopping,Всі товари,патч нрк,SEARCH,11,2,13.06,0.0
Merchant_Shopping,Всі товари,мілітарі худі,SEARCH,224,2,11.47,0.0
Merchant_Shopping,Всі товари,зип худи мужские,SEARCH,78,2,8.33,0.0
Merchant_Shopping,Всі товари,модні футболки,SEARCH,5,2,18.76,0.0
Merchant_Shopping,Всі товари,патріотичні футболки,SEARCH,49,2,31.53,0.0
Merchant_Shopping,Всі товари,прапор розвідки україни,SEARCH,47,2,18.74,0.0
Merchant_Shopping,Всі товари,бегі джинси чоловічі,SEARCH,1,2,8.1,0.0
Merchant_Shopping,Всі товари,гуд бойс клаб,SEARCH,475,2,22.44,0.0
Merchant_Shopping,Всі товари,прапор безвісти зниклих купити,SEARCH,52,2,23.44,0.0
Merchant_Shopping,Всі товари,прапор дснс україни,SEARCH,31,2,39.16,0.0
Merchant_Shopping,Всі товари,прапори зсу,SEARCH,224,2,25.4,0.0
Merchant_Shopping,Всі товари,ukraine military flags,SEARCH,35,2,52.43,0.0
Merchant_Shopping,Всі товари,прапор ідея нації,SEARCH,102,2,29.17,0.0
Merchant_Shopping,Всі товари,zero foxtrot футболка,SEARCH,77,2,53.43,0.0
Merchant_Shopping,Всі товари,зіп худі чоловічі,SEARCH,262,2,28.32,0.0
Merchant_Shopping,Всі товари,прапор донбас,SEARCH,35,2,8.67,0.0
Merchant_Shopping,Всі товари,русоріз мерч,SEARCH,82,2,6.51,0.0
Merchant_Shopping,Всі товари,вампір,SEARCH,62,2,7.53,0.0
Merchant_Shopping,Всі товари,potasovka,SEARCH,24,2,8.99,0.0
Merchant_Shopping,Всі товари,прапори корогва,SEARCH,655,2,44.81,0.0
Merchant_Shopping,Всі товари,m tac,SEARCH,21,2,13.25,0.0
Merchant_Shopping,Всі товари,спортивные штаны оверсайз мужские,SEARCH,28,2,43.96,0.0
Merchant_Shopping,Всі товари,спортивні чоловічі штани,SEARCH,43,2,22.13,0.0
Merchant_Shopping,Всі товари,спортивні чоловічі штани широкі,SEARCH,12,2,8.17,0.0
Merchant_Shopping,Всі товари,спортивні широкі штани чоловічі,SEARCH,30,2,8.33,0.0
Merchant_Shopping,Всі товари,дурнев шоп,SEARCH,166,2,11.44,0.0
Merchant_Shopping,Всі товари,r3ich,SEARCH,212,2,9.66,0.0
Merchant_Shopping,Всі товари,спортивні штани оверсайз,SEARCH,24,2,15.09,0.0
Merchant_Shopping,Всі товари,світшот з принтом,SEARCH,18,2,34.8,0.0
Merchant_Shopping,Всі товари,teivaz,SEARCH,209,2,29.5,0.0
Merchant_Shopping,Всі товари,спортивні штани широкі чоловічі,SEARCH,50,2,11.86,0.0
Merchant_Shopping,Всі товари,тримач для прапора,SEARCH,24,2,4.66,0.0
Merchant_Shopping,Всі товари,риот дивижн футболка,SEARCH,51,2,4.22,0.0
Merchant_Shopping,Всі товари,купити штани чоловічі,SEARCH,38,2,4.2,0.0
Merchant_Shopping,Всі товари,флаг донецкой области купить,SEARCH,98,2,51.92,0.0
Merchant_Shopping,Всі товари,купить шеврон донецкая область,SEARCH,7,2,4.6,0.0
Merchant_Shopping,Всі товари,адаптивні штани чоловічі,SEARCH,12,2,29.58,0.0
Merchant_Shopping,Всі товари,жадан і собаки мерч,SEARCH,16,2,13.89,0.0
Merchant_Shopping,Всі товари,флаги зсу,SEARCH,132,2,11.95,2.0
Merchant_Shopping,Всі товари,флаги купить,SEARCH,145,2,28.16,0.0
Merchant_Shopping,Всі товари,футболка,SEARCH,356,2,58.82,0.0
Merchant_Shopping,Всі товари,футболка brave1,SEARCH,8,2,4.26,0.0
Merchant_Shopping,Всі товари,hard одежда,SEARCH,8,2,6.16,0.0
Merchant_Shopping,Всі товари,syndicate,SEARCH,85,2,14.54,0.0
Merchant_Shopping,Всі товари,футболка rusoriz,SEARCH,14,2,7.9,0.0
Merchant_Shopping,Всі товари,футболка азов,SEARCH,107,2,24.23,0.0
Merchant_Shopping,Всі товари,футболка артилерія,SEARCH,70,2,37.41,0.0
Merchant_Shopping,Всі товари,футболка байдикую,SEARCH,18,2,25.73,0.0
Merchant_Shopping,Всі товари,футболка вампір,SEARCH,137,2,16.34,0.0
Merchant_Shopping,Всі товари,ріотдівіжн,SEARCH,18,2,99.78,0.0
Merchant_Shopping,Всі товари,футболка діловод,SEARCH,7,2,21.09,0.0
Merchant_Shopping,Всі товари,футболка заколот,SEARCH,42,2,10.1,0.0
Merchant_Shopping,Всі товари,футболка запоріжжя,SEARCH,56,2,12.64,0.0
Merchant_Shopping,Всі товари,джогери жіночі,SEARCH,49,2,14.26,0.0
Merchant_Shopping,Всі товари,футболка мужская,SEARCH,70,2,8.26,0.0
Merchant_Shopping,Всі товари,футболка нрк,SEARCH,63,2,17.67,0.0
Merchant_Shopping,Всі товари,футболка оверсайз,SEARCH,26,2,66.34,0.0
Merchant_Shopping,Всі товари,прапор ппо,SEARCH,60,2,13.98,0.0
Merchant_Shopping,Всі товари,футболка реб,SEARCH,26,2,11.72,0.0
Merchant_Shopping,Всі товари,зип худи мужское,SEARCH,52,2,17.24,0.0
Merchant_Shopping,Всі товари,військові банери,SEARCH,50,2,35.98,0.0
Merchant_Shopping,Всі товари,футболка ріот дівіжн,SEARCH,68,2,6.39,0.0
Merchant_Shopping,Всі товари,футболка сарказм,SEARCH,7,2,5.65,0.0
Merchant_Shopping,Всі товари,футболка фпв,SEARCH,49,2,13.99,0.0
Merchant_Shopping,Всі товари,футболка чоловіча,SEARCH,288,2,29.13,0.0
Merchant_Shopping,Всі товари,прапор з фото,SEARCH,154,2,12.59,0.0
Merchant_Shopping,Всі товари,футболки riot division,SEARCH,59,2,32.37,0.0
Merchant_Shopping,Всі товари,замовити прапор,SEARCH,552,2,22.82,0.0
Merchant_Shopping,Всі товари,футболки нрк,SEARCH,40,2,28.57,0.0
Merchant_Shopping,Всі товари,хонорови футболки,SEARCH,101,2,32.86,0.0
Merchant_Shopping,Всі товари,хонорові,SEARCH,63,2,36.6,0.0
Merchant_Shopping,Всі товари,прапор бпла,SEARCH,27,2,45.67,0.0
Merchant_Shopping,Всі товари,худи военное,SEARCH,44,2,23.92,0.0
Merchant_Shopping,Всі товари,худи военные,SEARCH,21,2,29.75,0.0
Merchant_Shopping,Всі товари,кофта на блискавці,SEARCH,6,2,13.44,1.0
Merchant_Shopping,Всі товари,компани груп,SEARCH,382,2,12.89,0.0
Merchant_Shopping,Всі товари,худі vampire,SEARCH,42,2,50.02,0.0
Merchant_Shopping,Всі товари,військові прапори,SEARCH,660,2,27.58,0.0
Merchant_Shopping,Всі товари,прапор сбс,SEARCH,87,2,17.7,0.0
Merchant_Shopping,Всі товари,худі з вишивкою,SEARCH,32,2,11.21,0.0
Merchant_Shopping,Всі товари,худі з принтом,SEARCH,239,2,8.82,0.0
Merchant_Shopping,Всі товари,худі на блискавці,SEARCH,130,2,23.23,0.0
Merchant_Shopping,Всі товари,кріплення для прапора на стіну,SEARCH,18,2,3.06,0.0
Merchant_Shopping,Всі товари,військові футболки з принтом,SEARCH,95,2,14.23,0.0
Merchant_Shopping,Всі товари,baggy sweatpants,SEARCH,14,2,9.61,0.0
Merchant_Shopping,Всі товари,good boys club,SEARCH,765,2,6.91,0.0
Merchant_Shopping,Всі товари,худі чоловічі з принтом військові,SEARCH,28,2,22.75,0.0
Merchant_Shopping,Всі товари,чоловіча толстовка з капюшоном,SEARCH,2,2,18.63,0.0
Merchant_Shopping,Всі товари,чоловіче худі,SEARCH,115,2,18.53,0.0
Merchant_Shopping,Всі товари,чоловічі спортивні штани,SEARCH,183,2,36.74,0.0
Merchant_Shopping,Всі товари,чоловічі спортивні штани турция,SEARCH,1,2,23.28,0.0
Merchant_Shopping,Всі товари,чоловічі худі,SEARCH,71,2,13.56,0.0
Merchant_Shopping,Всі товари,чорна зіпка,SEARCH,15,2,16.46,0.0
Merchant_Shopping,Всі товари,шеврон баба яга,SEARCH,15,2,16.23,0.0
Merchant_Shopping,Всі товари,широкие спортивные штаны,SEARCH,153,2,24.97,0.0
Merchant_Shopping,Всі товари,спортивки мужские,SEARCH,51,2,13.03,0.0
Merchant_Shopping,Всі товари,широкие штаны мужские,SEARCH,125,2,16.4,0.0
Merchant_Shopping,Всі товари,прапор nord division,SEARCH,146,2,23.24,0.0
Merchant_Shopping,Всі товари,панк футболки,SEARCH,10,2,9.6,0.0
Merchant_Shopping,Всі товари,штани спортивні,SEARCH,111,2,30.14,0.0
Merchant_Shopping,Всі товари,прапор піхоти,SEARCH,67,2,10.73,0.0
Merchant_Shopping,Всі товари,мужские спортивные брюки,SEARCH,6,2,61.64,0.0
Merchant_Shopping,Всі товари,баба яга,SEARCH,123,2,5.16,0.0
Merchant_Shopping,Всі товари,прапори для військових,SEARCH,272,2,35.95,1.0
Merchant_Shopping,Всі товари,штани чоловічі спортивні,SEARCH,139,2,184.11,0.0
Merchant_Shopping,Всі товари,штани широкі спортивні чоловічі,SEARCH,15,2,15.13,0.0
Merchant_Shopping,Всі товари,штани широкі чоловічі,SEARCH,108,2,46.79,0.0
Merchant_Shopping,Всі товари,maverick,SEARCH,275,2,20.58,0.0
Merchant_Shopping,Всі товари,купить прапор,SEARCH,338,2,21.99,0.0
Merchant_Shopping,Всі товари,штаны оверсайз мужские,SEARCH,50,2,43.2,0.0
Merchant_Shopping,Всі товари,essentials штаны мужские,SEARCH,8,2,8.91,0.0
Merchant_Shopping,Всі товари,як закріпити прапор на флагшток,SEARCH,41,2,3.28,0.0
Merchant_Shopping,Акційні,nord division мерч,SEARCH,75,2,6.33,0.0
Merchant_Shopping,Акційні,гуд бойс клаб,SEARCH,51,2,50.94,1.0
Merchant_Shopping,Всі товари,кофта норд дивижн,SEARCH,79,2,11.77,0.0
Merchant_Shopping,Всі товари,мілітарі футболки,SEARCH,140,2,29.71,0.0
Merchant_Shopping,Всі товари,dubhumans com,SEARCH,10,2,24.76,0.0
Merchant_Shopping,Акційні,подмост скейтбординг худи,SEARCH,47,2,7.29,1.0
Merchant_Shopping,Всі товари,зіп худі жіноче,SEARCH,100,2,18.51,0.0
Merchant_Shopping,Акційні,худи,SEARCH,156,2,7.58,0.0
Merchant_Shopping,Акційні,худі жіночі,SEARCH,32,2,28.47,0.0
Merchant_Shopping,Всі товари,купить милитари худи,SEARCH,14,2,17.72,0.0
Merchant_Shopping,Акційні,худі мілітарі,SEARCH,6,2,10.0,0.0
Merchant_Shopping,Всі товари,онлайн магазин,SEARCH,1,1,10.27,0.0
Merchant_Shopping,Всі товари,staff,SEARCH,51,1,2.88,0.0
Merchant_Shopping,Всі товари,подарунки дніпро,SEARCH,4,1,8.32,0.0
Merchant_Shopping,Всі товари,militant zone магазин,SEARCH,17,1,5.57,0.0
Merchant_Shopping,Всі товари,прапор 3 ошбр,SEARCH,43,1,19.09,0.0
Merchant_Shopping,Всі товари,мерч нікова,SEARCH,25,1,12.79,0.0
Merchant_Shopping,Всі товари,купити чорне худі жіноче,SEARCH,1,1,4.81,0.0
Merchant_Shopping,Всі товари,подарунок військовому медику,SEARCH,5,1,32.4,0.0
Merchant_Shopping,Всі товари,derzay,SEARCH,3,1,6.84,0.0
Merchant_Shopping,Всі товари,забой магазин,SEARCH,3,1,11.3,0.0
Merchant_Shopping,Всі товари,кофта худі,SEARCH,12,1,6.31,0.0
Merchant_Shopping,Всі товари,військові прапори україни,SEARCH,28,1,10.52,0.0
Merchant_Shopping,Всі товари,зипки мужские,SEARCH,16,1,3.78,0.0
Merchant_Shopping,Всі товари,купить футболку мужскую оригинал,SEARCH,2,1,43.37,0.0
Merchant_Shopping,Всі товари,військові футболки,SEARCH,63,1,6.33,0.0
Merchant_Shopping,Всі товари,turwear ua,SEARCH,9,1,11.54,0.0
Merchant_Shopping,Всі товари,баба,SEARCH,12,1,1.39,0.0
Merchant_Shopping,Всі товари,starberry,SEARCH,39,1,9.27,0.0
Merchant_Shopping,Всі товари,серая футболка женская,SEARCH,1,1,9.64,0.0
Merchant_Shopping,Всі товари,riot division київ,SEARCH,10,1,2.52,0.0
Merchant_Shopping,Всі товари,прапори купити,SEARCH,311,1,9.85,0.0
Merchant_Shopping,Всі товари,подарунок для військового,SEARCH,5,1,10.2,0.0
Merchant_Shopping,Всі товари,without,SEARCH,3,1,5.3,0.0
Merchant_Shopping,Всі товари,військові худі з принтом,SEARCH,62,1,8.79,0.0
Merchant_Shopping,Всі товари,stay cold apparel,SEARCH,7,1,3.24,0.0
Merchant_Shopping,Всі товари,джогери чоловічі літні,SEARCH,2,1,9.98,0.0
Merchant_Shopping,Всі товари,брюки больших размеров мужские,SEARCH,4,1,12.86,0.0
Merchant_Shopping,Всі товари,джогери чоловічі спортивні,SEARCH,3,1,9.14,0.0
Merchant_Shopping,Всі товари,скеля мерч,SEARCH,15,1,7.65,0.0
Merchant_Shopping,Всі товари,прямые спортивные штаны,SEARCH,21,1,14.07,0.0
Merchant_Shopping,Всі товари,прапори на замовлення,SEARCH,296,1,46.68,0.0
Merchant_Shopping,Всі товари,good shirts,SEARCH,1,1,18.34,0.0
Merchant_Shopping,Всі товари,одежда для больших мужчин,SEARCH,4,1,6.78,0.0
Merchant_Shopping,Всі товари,заказать прапор,SEARCH,56,1,53.66,0.0
Merchant_Shopping,Всі товари,класичні чорні штани чоловічі,SEARCH,1,1,8.0,0.0
Merchant_Shopping,Всі товари,кофта чоловіча весняна,SEARCH,1,1,4.55,0.0
Merchant_Shopping,Всі товари,прикольні військові футболки,SEARCH,23,1,4.03,0.0
Merchant_Shopping,Всі товари,riotdivision кепка,SEARCH,1,1,25.1,0.0
Merchant_Shopping,Всі товари,кофта з принтом на спині,SEARCH,8,1,6.32,0.0
Merchant_Shopping,Всі товари,подарунок дснс,SEARCH,49,1,20.76,0.0
Merchant_Shopping,Всі товари,прапори на могилах,SEARCH,43,1,11.08,0.0
Merchant_Shopping,Всі товари,необмежено придатний футболка,SEARCH,13,1,11.14,0.0
Merchant_Shopping,Всі товари,прапори на стіну,SEARCH,170,1,3.72,0.0
Merchant_Shopping,Всі товари,ukraine,SEARCH,13,1,54.03,0.0
Merchant_Shopping,Всі товари,спортивний костюм жіночий,SEARCH,40,1,7.92,0.0
Merchant_Shopping,Всі товари,лама магазин,SEARCH,7,1,12.81,0.0
Merchant_Shopping,Всі товари,ukraine division,SEARCH,5,1,29.08,0.0
Merchant_Shopping,Всі товари,мужские штаны свободного кроя,SEARCH,2,1,5.32,0.0
Merchant_Shopping,Всі товари,animals wave,SEARCH,4,1,5.7,0.0
Merchant_Shopping,Всі товари,неформальная одежда украина,SEARCH,9,1,12.06,0.0
Merchant_Shopping,Всі товари,brave1 футболка,SEARCH,2,1,2.25,0.0
Merchant_Shopping,Всі товари,прапор мелодія смерті,SEARCH,5,1,0.11,0.0
Merchant_Shopping,Всі товари,купити штани спортивні,SEARCH,11,1,12.14,0.0
Merchant_Shopping,Всі товари,модні штани 2026 жіночі,SEARCH,1,1,5.75,0.0
Merchant_Shopping,Всі товари,оптімус генг,SEARCH,59,1,15.61,0.0
Merchant_Shopping,Всі товари,peclo toys,SEARCH,6,1,10.63,0.0
Merchant_Shopping,Всі товари,розмір прапорів,SEARCH,6,1,9.19,0.0
Merchant_Shopping,Всі товари,anti social,SEARCH,1,1,1.71,0.0
Merchant_Shopping,Всі товари,заколот,SEARCH,77,1,7.84,0.0
Merchant_Shopping,Всі товари,купити прапор азов,SEARCH,48,1,13.59,0.0
Merchant_Shopping,Всі товари,оригин проджект футболка,SEARCH,1,1,5.15,0.0
Merchant_Shopping,Всі товари,гарда,SEARCH,17,1,4.48,0.0
Merchant_Shopping,Всі товари,подмост мерч,SEARCH,44,1,28.79,0.0
Merchant_Shopping,Всі товари,купить худи,SEARCH,105,1,21.62,0.0
Merchant_Shopping,Всі товари,drapp in ua,SEARCH,2,1,23.9,0.0
Merchant_Shopping,Всі товари,пекло тойс сайт,SEARCH,42,1,6.78,0.0
Merchant_Shopping,Всі товари,прапор донбасу,SEARCH,121,1,9.57,0.0
Merchant_Shopping,Всі товари,осенние вещи мужские,SEARCH,1,1,5.96,0.0
Merchant_Shopping,Всі товари,замовити прапор безвісти зниклих,SEARCH,29,1,24.7,0.0
Merchant_Shopping,Всі товари,рай дивижн,SEARCH,19,1,3.26,0.0
Merchant_Shopping,Всі товари,брюки спортивные мужские,SEARCH,7,1,8.5,0.0
Merchant_Shopping,Всі товари,замовити прапор з логотипом,SEARCH,99,1,8.15,0.0
Merchant_Shopping,Всі товари,купить спортивные штаны,SEARCH,55,1,4.09,0.0
Merchant_Shopping,Всі товари,замовити прапор з фото,SEARCH,147,1,5.18,0.0
Merchant_Shopping,Всі товари,ukrarmor,SEARCH,7,1,29.8,0.0
Merchant_Shopping,Всі товари,прапор морська піхота,SEARCH,5,1,27.85,0.0
Merchant_Shopping,Всі товари,подмост скейтбординг худи,SEARCH,115,1,5.34,0.0
Merchant_Shopping,Всі товари,ролики на флагшток,SEARCH,32,1,0.28,0.0
Merchant_Shopping,Всі товари,dubhumans,SEARCH,195,1,48.4,0.0
Merchant_Shopping,Всі товари,прапор реб,SEARCH,20,1,12.91,0.0
Merchant_Shopping,Всі товари,герб на флагшток,SEARCH,2,1,2.69,0.0
Merchant_Shopping,Всі товари,зіп худі жіночі,SEARCH,31,1,2.87,0.0
Merchant_Shopping,Всі товари,zaboy donetsk,SEARCH,15,1,26.21,0.0
Merchant_Shopping,Всі товари,зіп худі з принтом,SEARCH,47,1,6.26,0.0
Merchant_Shopping,Всі товари,купить спортивные штаны мужские,SEARCH,50,1,2.33,0.0
Merchant_Shopping,Всі товари,kyiv футболка,SEARCH,9,1,8.9,0.0
Merchant_Shopping,Всі товари,zakolot,SEARCH,132,1,2.92,0.0
Merchant_Shopping,Всі товари,компані груп,SEARCH,157,1,5.96,0.0
Merchant_Shopping,Всі товари,мужской спортивный костюм с широкими штанами,SEARCH,1,1,7.82,0.0
Merchant_Shopping,Всі товари,зіп худі оверсайз жіночі,SEARCH,4,1,3.98,0.0
Merchant_Shopping,Всі товари,купить спортивные штаны мужские больших размеров,SEARCH,1,1,2.82,0.0
Merchant_Shopping,Всі товари,донбас флаг,SEARCH,21,1,28.98,0.0
Merchant_Shopping,Всі товари,captheuni,SEARCH,107,1,1.47,0.0
Merchant_Shopping,Всі товари,прапор дпсу,SEARCH,39,1,53.62,0.0
Merchant_Shopping,Всі товари,зіп худі чоловіча,SEARCH,20,1,10.37,0.0
Merchant_Shopping,Всі товари,зіп худі чоловіче,SEARCH,47,1,9.41,0.0
Merchant_Shopping,Всі товари,zara man футболка,SEARCH,1,1,6.34,0.0
Merchant_Shopping,Всі товари,ріж русню,SEARCH,14,1,4.88,0.0
Merchant_Shopping,Всі товари,кофты мужские,SEARCH,25,1,6.48,0.0
Merchant_Shopping,Всі товари,гонор,SEARCH,16,1,6.17,0.0
Merchant_Shopping,Всі товари,купить военный флаг,SEARCH,27,1,3.02,0.0
