word,stem,n_terms,impressions,clicks,cost,conversions,CPA,CTR_%
чорні,чорні,157,1123,10,146.95,0.0,inf,0.89
чорна,чорн,168,1278,13,145.84,1.0,145.8,1.02
зсу,зсу,82,1400,16,143.01,2.0,71.5,1.14
бойс,бойс,10,1194,10,141.34,1.0,141.3,0.84
гуд,гуд,8,1190,10,141.34,1.0,141.3,0.84
гоноровий,гоноров,5,148,1,138.3,0.0,inf,0.68
українського,українськ,136,1154,14,137.9,0.0,inf,1.21
свастон,свастон,57,3382,9,137.87,0.0,inf,0.27
нрк,нрк,15,278,14,135.53,0.0,inf,5.04
клаб,клаб,13,1048,9,131.66,1.0,131.7,0.86
україни,україн,207,1728,8,127.19,0.0,inf,0.46
toys,toys,8,1308,6,123.64,0.0,inf,0.46
донецька,донецьк,36,550,9,121.84,0.0,inf,1.64
медик,медик,29,210,11,119.49,0.0,inf,5.24
group,group,63,2155,13,118.38,0.0,inf,0.6
донецької,донецької,9,1163,11,116.87,0.0,inf,0.95
дивижн,дивижн,45,2214,27,113.86,0.0,inf,1.22
peklo,peklo,8,1344,5,113.01,0.0,inf,0.37
baggy,baggy,130,507,7,112.35,0.0,inf,1.38
зипка,зипк,266,3085,20,109.93,0.0,inf,0.65
vampire,vampire,19,548,8,109.76,0.0,inf,1.46
подмост,подмост,29,938,9,107.73,1.0,107.7,0.96
прямі,прямі,31,347,9,105.51,1.0,105.5,2.59
генг,генг,16,536,4,105.38,0.0,inf,0.75
оптимус,оптимус,33,745,4,105.17,0.0,inf,0.54
одежда,одежд,587,1744,19,104.88,0.0,inf,1.09
riot,riot,53,3810,18,104.62,0.0,inf,0.47
прапорів,прапорів,27,624,5,103.36,0.0,inf,0.8
області,області,11,1176,9,100.95,0.0,inf,0.77
ріотдівіжн,ріотдівіжн,1,25,2,99.78,0.0,inf,8.0
пульт,пульт,3,3,1,97.75,0.0,inf,33.33
тіко,тіко,2,2,1,97.75,0.0,inf,50.0
нема,нем,3,6,1,97.75,0.0,inf,16.67
самурая,самур,3,3,1,97.75,0.0,inf,33.33
заколот,заколот,14,629,10,97.69,0.0,inf,1.59
блискавці,блискавці,41,733,13,96.65,1.0,96.6,1.77
мінометників,мінометників,2,140,11,96.14,1.0,96.1,7.86
русоріз,русоріз,9,603,22,91.45,0.0,inf,3.65
світшот,світшот,93,815,6,91.05,0.0,inf,0.74
норд,норд,37,1824,18,90.68,0.0,inf,0.99
промінь,промін,4,5,1,89.1,0.0,inf,20.0
дронщики,дронщик,4,132,7,88.59,0.0,inf,5.3
слабким,слабк,17,864,5,87.9,0.0,inf,0.58
good,good,33,1868,9,86.59,0.0,inf,0.48
банери,банер,16,242,3,85.99,0.0,inf,1.24
без,без,52,182,6,85.61,0.0,inf,3.3
бренд,бренд,299,1704,9,84.53,0.0,inf,0.53
оптімус,оптімус,6,310,3,82.59,0.0,inf,0.97
boys,boys,38,1922,10,82.56,0.0,inf,0.52
ганг,ганг,22,485,3,82.38,0.0,inf,0.62
украина,украин,280,1000,8,82.23,0.0,inf,0.8
подарунок,подарунок,28,149,4,79.91,0.0,inf,2.68
nord,nord,30,1585,19,78.47,0.0,inf,1.2
zero,zero,26,622,8,77.96,0.0,inf,1.29
foxtrot,foxtrot,17,592,8,77.96,0.0,inf,1.35
moletom,moletom,1,31,2,77.53,0.0,inf,6.45
друк,друк,31,532,3,77.14,0.0,inf,0.56
костюм,костюм,298,874,12,76.05,0.0,inf,1.37
груп,груп,45,1720,10,75.78,0.0,inf,0.58
шорти,шорт,214,533,8,73.38,0.0,inf,1.5
dubhumans,dubhumans,3,299,3,73.16,0.0,inf,1.0
company,company,64,2018,10,72.92,0.0,inf,0.5
military,military,39,404,7,72.54,0.0,inf,1.73
goodboys,goodboys,1,169,3,72.28,0.0,inf,1.78
zoho,zoho,13,276,2,70.52,0.0,inf,0.72
стену,стен,22,653,7,70.14,0.0,inf,1.07
дпсу,дпсу,9,72,2,70.04,0.0,inf,2.78
милитари,милитар,49,803,7,69.98,0.0,inf,0.87
компани,компан,46,1083,9,69.82,0.0,inf,0.83
зіпки,зіпки,7,272,3,69.33,0.25,277.3,1.1
баггі,баггі,35,361,6,67.51,0.0,inf,1.66
стіну,стіну,20,1188,11,66.8,0.0,inf,0.93
шеврон,шеврон,79,551,13,66.76,0.0,inf,2.36
хартія,харті,12,407,3,66.68,0.0,inf,0.74
svastone,svastone,32,1858,4,65.98,0.0,inf,0.22
гонорові,гонорові,9,868,4,65.95,0.0,inf,0.46
авіація,авіаці,20,475,5,65.74,0.0,inf,1.05
галичини,галичин,36,586,5,65.74,0.0,inf,0.85
таро,тар,3,140,4,62.89,0.0,inf,2.86
пізда,пізда,14,594,3,62.77,0.0,inf,0.51
flags,flags,9,247,3,62.57,0.0,inf,1.21
пекло,пекл,6,843,5,62.53,0.0,inf,0.59
тойс,тойс,5,807,5,62.53,0.0,inf,0.62
гур,гур,16,322,1,59.31,0.0,inf,0.31
brand,brand,91,620,5,58.83,0.0,inf,0.81
rype,rype,1,1,1,58.61,0.0,inf,100.0
фото,фот,46,1163,7,58.33,0.0,inf,0.6
рок,рок,86,511,4,58.02,0.0,inf,0.78
stlv,stlv,6,773,5,57.77,0.0,inf,0.65
riotdivision,riotdivision,5,409,8,56.57,0.0,inf,1.96
джинсы,джинс,197,440,9,55.33,0.0,inf,2.05
balak,balak,2,247,2,54.95,0.0,inf,0.81
shop,shop,231,1432,7,53.96,0.0,inf,0.49
заказать,заказа,48,694,1,53.66,0.0,inf,0.14
розвідки,розвідк,8,431,8,53.2,0.0,inf,1.86
донбасса,донбасс,32,841,8,52.75,0.0,inf,0.95
zara,zara,71,199,3,52.3,0.0,inf,1.51
режим,реж,14,462,2,52.2,0.0,inf,0.43
київський,київськ,7,314,2,52.2,0.0,inf,0.64
хованского,хованск,1,4,1,51.69,0.0,inf,25.0
русский,русск,4,43,1,51.41,0.0,inf,2.33
корабль,корабл,6,45,1,51.41,0.0,inf,2.22
ogonpushka,ogonpushka,2,80,2,51.11,0.0,inf,2.5
баба,баб,57,420,10,50.41,0.0,inf,2.38
бпла,бпла,10,90,3,50.15,0.0,inf,3.33
фпв,фпв,7,141,5,50.01,0.5,100.0,3.55
сикснайн,сикснайн,2,13,2,50.01,0.0,inf,15.38
кроя,кро,43,207,5,49.64,0.0,inf,2.42
teivaz,teivaz,3,580,5,48.93,0.0,inf,0.86
dead,dead,38,702,4,48.69,0.0,inf,0.57
ghfgjhb,ghfgjhb,1,9,1,48.52,0.0,inf,11.11
язківець,язківет^,2,34,8,48.48,0.0,inf,23.53
зниклих,зникл,12,328,3,48.14,0.0,inf,0.91
безвісти,безвіст,11,325,3,48.14,0.0,inf,0.92
прямые,прям,70,419,4,47.7,0.0,inf,0.95
спортзала,спортза,6,29,3,47.29,0.0,inf,10.34
багги,багг,48,281,4,47.21,0.0,inf,1.42
ошбр,ошбр,10,128,2,47.2,0.0,inf,1.56
харків,харків,28,287,3,46.5,0.0,inf,1.05
черепами,череп,57,438,6,45.6,0.0,inf,1.37
розмір,розмір,43,166,4,45.5,0.0,inf,2.41
souls,souls,13,406,3,45.46,0.0,inf,0.74
rikky,rikky,9,175,3,45.26,0.0,inf,1.71
hype,hype,11,177,3,45.26,0.0,inf,1.69
хоругва,хоругв,5,91,1,44.65,0.0,inf,1.1
сапер,сапер,17,144,2,44.32,0.0,inf,1.39
хонорові,хонорові,3,153,3,43.79,0.0,inf,1.96
дівіжн,дівіжн,24,1212,12,43.64,0.0,inf,0.99
оригинал,оригина,52,87,1,43.37,0.0,inf,1.15
виробництва,виробництв,5,72,4,43.25,0.0,inf,5.56
українські,українські,57,555,4,43.16,0.0,inf,0.72
стела,стел,11,52,1,43.14,0.0,inf,1.92
cgt,cgt,11,139,2,42.85,0.0,inf,1.44
жадан,жада,15,55,3,42.64,0.0,inf,5.45
собаки,собак,12,46,3,42.64,0.0,inf,6.52
mirohodec,mirohodec,1,9,1,42.63,0.0,inf,11.11
welcome,welcome,9,59,4,42.3,0.0,inf,6.78
hell,hell,14,81,4,42.3,0.0,inf,4.94
плакат,плакат,37,295,5,42.23,0.0,inf,1.69
капюшоном,капюшон,141,481,5,42.17,0.0,inf,1.04
джогери,джогер,95,471,5,42.14,0.0,inf,1.06
азов,аз,51,711,4,41.44,0.0,inf,0.56
помилку,помилк,2,7,1,41.29,0.0,inf,14.29
права,прав,23,61,1,41.29,0.0,inf,1.64
яга,яг,49,354,6,41.26,0.0,inf,1.69
пума,пум,50,97,3,40.91,0.0,inf,3.09
льняные,льнян,21,82,2,40.91,0.0,inf,2.44
wear,wear,67,1453,3,40.89,0.0,inf,0.21
vidro,vidro,6,142,1,40.48,0.0,inf,0.7
забой,заб,8,134,3,39.88,0.0,inf,2.24
potasovka,potasovka,8,184,5,39.52,0.0,inf,2.72
hate,hate,28,1113,3,38.64,0.0,inf,0.27
піхота,піхот,22,183,3,38.58,0.0,inf,1.64
флагі,флагі,1,33,1,38.12,0.0,inf,3.03
маверик,маверик,7,197,3,37.71,0.0,inf,1.52
артилерія,артилері,5,146,2,37.41,0.0,inf,1.37
гектор,гектор,1,1,1,37.32,0.0,inf,100.0
інтернет,інтернет,11,25,2,37.27,0.0,inf,8.0
патріотичні,патріотичні,34,306,4,37.23,0.0,inf,1.31
kentpaket,kentpaket,1,58,1,36.99,0.0,inf,1.72
ронин,ронин,1,8,1,36.93,0.0,inf,12.5
виробника,виробник,31,170,2,36.33,0.0,inf,1.18
вандерласт,вандерласт,1,5,1,36.16,0.0,inf,20.0
рагнарок,рагнарок,4,157,2,35.2,0.0,inf,1.27
лонг,лонг,19,68,1,34.98,0.0,inf,1.47
дшв,дшв,19,188,1,34.88,0.0,inf,0.53
ріот,ріот,13,929,9,34.77,0.0,inf,0.97
виготовлення,виготовлен,8,265,3,34.69,0.0,inf,1.13
шоп,шоп,82,648,5,34.43,0.0,inf,0.77
стафф,стафф,111,788,4,33.95,0.0,inf,0.51
clo,clo,17,138,3,33.45,0.0,inf,2.17
резинці,резинці,18,28,3,33.07,0.0,inf,10.71
pezet,pezet,1,3,1,32.93,0.0,inf,33.33
хижак,хижак,7,142,3,32.9,0.0,inf,2.11
хонорови,хоноров,2,109,2,32.86,0.0,inf,1.83
трикотажні,трикотажні,24,95,2,32.7,0.0,inf,2.11
великих,велик,78,254,4,32.33,0.0,inf,1.57
розмірів,розмірів,67,220,4,32.33,0.0,inf,1.82
стон,стон,32,122,2,31.71,0.0,inf,1.64
hoodie,hoodie,486,1568,7,31.71,0.0,inf,0.45
айленд,айленд,24,64,2,31.71,0.0,inf,3.12
zip,zip,145,840,7,31.71,0.0,inf,0.83
київ,київ,48,260,3,31.61,0.0,inf,1.15
скеля,скел,7,269,2,31.2,0.0,inf,0.74
гог,гог,1,7,1,30.7,0.0,inf,14.29
ван,ван,7,22,1,30.7,0.0,inf,4.55
укр,укр,26,209,3,30.68,0.0,inf,1.44
запоріжжя,запоріжж,9,142,3,30.57,0.0,inf,2.11
tac,tac,14,136,3,30.55,0.0,inf,2.21
нарада,нарад,2,71,1,30.27,1.0,30.3,1.41
патагонія,патагоні,6,23,1,30.2,0.0,inf,4.35
revish,revish,1,5,1,30.2,0.0,inf,20.0
лляні,лляні,28,86,1,30.12,0.0,inf,1.16
cult,cult,14,889,2,30.04,0.0,inf,0.22
ukrarmor,ukrarmor,1,7,1,29.8,0.0,inf,14.29
coast,coast,8,30,2,29.68,0.0,inf,6.67
west,west,12,34,2,29.68,0.0,inf,5.88
адаптивні,адаптивні,2,17,2,29.58,0.0,inf,11.76
gart,gart,1,52,2,29.45,0.0,inf,3.85
мистер,мистер,2,19,2,29.18,0.0,inf,10.53
нації,нації,10,292,2,29.17,0.0,inf,0.68
ідея,іде,8,290,2,29.17,0.0,inf,0.69
манжетів,манжетів,4,42,2,29.04,0.0,inf,4.76
толстых,толст,4,6,1,29.04,0.0,inf,16.67
андеграунд,андеграунд,18,155,1,28.52,0.0,inf,0.65
спортивки,спортивк,65,399,3,27.94,0.0,inf,0.75
морська,морськ,9,40,1,27.85,0.0,inf,2.5
патч,патч,33,123,4,27.77,0.0,inf,3.25
балахон,балахон,12,29,3,27.67,0.0,inf,10.34
скейтбординг,скейтбординг,8,346,4,27.66,1.0,27.7,1.16
альфа,альф,31,113,2,27.61,0.0,inf,1.77
бершка,бершк,40,162,3,27.32,0.0,inf,1.85
маверік,маверік,7,84,1,27.27,0.0,inf,1.19
headbag,headbag,4,224,1,27.06,0.0,inf,0.45
kirakilla,kirakilla,2,43,1,26.58,0.0,inf,2.33
дурнев,дурн,8,318,4,26.51,0.0,inf,1.26
zaboy,zaboy,4,62,1,26.21,0.0,inf,1.61
donetsk,donetsk,3,23,1,26.21,0.0,inf,4.35
тактичне,тактичн,37,299,4,26.18,0.0,inf,1.34
ogp,ogp,12,761,5,26.06,0.0,inf,0.66
воля,вол,20,320,2,26.05,0.0,inf,0.62
теплые,тепл,84,168,2,26.01,0.0,inf,1.19
кракен,крак,18,293,3,25.94,0.0,inf,1.02
байдикую,байдик,1,20,2,25.73,0.0,inf,10.0
korogva,korogva,1,457,4,25.65,0.0,inf,0.88
вампир,вампир,11,122,2,25.62,0.0,inf,1.64
коргва,коргв,1,122,2,25.17,0.0,inf,1.64
літні,літні,61,117,3,25.17,0.0,inf,2.56
пизда,пизд,13,176,2,25.13,0.0,inf,1.14
кепка,кепк,19,45,1,25.1,0.0,inf,2.22
com,com,72,317,2,24.76,0.0,inf,0.63
реб,реб,2,59,3,24.63,0.0,inf,5.08
україні,україні,11,66,1,24.56,0.0,inf,1.52
модні,модні,18,31,3,24.51,0.0,inf,9.68
bull,bull,4,20,1,24.48,0.0,inf,5.0
pit,pit,4,20,1,24.48,0.0,inf,5.0
молнии,молн,88,411,4,24.47,0.0,inf,0.97
стор,стор,8,35,1,24.45,0.0,inf,2.86
drapp,drapp,3,21,1,23.9,0.0,inf,4.76
больших,больш,81,155,4,23.89,0.0,inf,2.58
флагшток,флагшток,77,425,9,23.8,0.0,inf,2.12
спорт,спорт,54,145,2,23.77,0.0,inf,1.38
бойовий,бойов,14,298,2,23.74,0.0,inf,0.67
харьков,харьк,55,209,3,23.74,0.0,inf,1.44
молот,молот,20,204,2,23.66,0.0,inf,0.98
wide,wide,50,73,1,23.6,0.0,inf,1.37
relaxed,relaxed,27,68,1,23.6,0.0,inf,1.47
игрушка,игрушк,4,6,1,23.42,0.0,inf,16.67
кроп,кроп,37,133,3,23.28,0.0,inf,2.26
турция,турц,9,14,2,23.28,0.0,inf,14.29
стерненко,стерненк,15,648,3,23.04,0.0,inf,0.46
project,project,30,403,3,22.75,0.0,inf,0.74
знак,знак,9,21,1,22.48,0.0,inf,4.76
будь,буд,13,43,2,22.3,0.0,inf,4.65
y2k,y2k,48,266,1,22.17,0.0,inf,0.38
риот,риот,15,665,9,22.09,0.0,inf,1.35
nike,nike,110,264,2,22.08,0.0,inf,0.76
281z,281z,2,13,1,21.94,0.0,inf,7.69
анархистов,анархист,3,8,1,21.85,0.0,inf,12.5
поло,пол,27,44,2,21.65,0.0,inf,4.55
адидас,адидас,75,158,2,21.37,0.0,inf,1.27
гори,гор,22,76,1,21.23,0.0,inf,1.32
rocks,rocks,5,609,5,21.14,0.0,inf,0.82
ангелами,ангел,18,71,2,21.14,0.0,inf,2.82
range,range,6,651,5,21.14,0.0,inf,0.77
діловод,діловод,1,7,2,21.09,0.0,inf,28.57
православные,православн,13,65,3,21.09,0.0,inf,4.62
450,450,4,80,1,20.81,0.0,inf,1.25
мінометник,мінометник,5,18,1,20.75,0.0,inf,5.56
футболок,футболок,23,87,2,20.73,0.0,inf,2.3
размеров,размер,92,159,4,20.63,0.0,inf,2.52
maverick,maverick,13,474,2,20.58,0.0,inf,0.42
bazalook,bazalook,1,26,3,20.36,0.0,inf,11.54
oversized,oversized,24,40,2,20.32,0.0,inf,5.0
свободного,свободн,41,139,2,20.29,0.0,inf,1.44
замку,замк,75,438,3,20.24,0.0,inf,0.68
теплі,теплі,54,109,2,20.17,0.0,inf,1.83
нікова,ніков,15,160,2,20.06,0.0,inf,1.25
oversize,oversize,24,66,3,19.79,0.0,inf,4.55
обериг,обериг,2,36,2,19.77,0.0,inf,5.56
kitty,kitty,1,2,1,19.73,0.0,inf,50.0
hello,hello,2,4,1,19.73,0.0,inf,25.0
стандартний,стандартн,3,31,1,19.66,0.0,inf,3.23
рожеве,рожев,30,170,2,19.65,1.0,19.6,1.18
зіпку,зіпку,5,181,3,19.65,0.0,inf,1.66
premiata,premiata,2,6,1,19.57,0.0,inf,16.67
акула,акул,26,68,1,19.5,0.0,inf,1.47
потасовка,потасовк,20,678,7,19.5,0.0,inf,1.03
shark,shark,11,39,2,19.48,0.0,inf,5.13
молодіжні,молодіжні,12,42,2,19.36,0.0,inf,4.76
стильна,стильн,37,62,2,19.34,0.0,inf,3.23
design,design,16,68,1,19.11,0.0,inf,1.47
beom,beom,2,19,1,19.11,0.0,inf,5.26
rusoriz,rusoriz,5,157,8,18.42,0.0,inf,5.1
shirts,shirts,46,89,1,18.34,0.0,inf,1.12
антисоциал,антисоциа,1,5,1,18.34,0.0,inf,20.0
про,про,19,75,1,18.34,0.0,inf,1.33
тризуб,тризуб,20,44,1,18.24,0.0,inf,2.27
fpv,fpv,15,203,2,18.21,0.0,inf,0.99
футер,футер,2,6,1,18.14,0.0,inf,16.67
частин,частин,6,83,1,17.93,0.0,inf,1.2
сбс,сбс,6,162,2,17.7,0.0,inf,1.23
шмотки,шмотк,7,18,1,17.58,0.0,inf,5.56
kaif,kaif,4,24,1,17.56,0.0,inf,4.17
schmalgauzen,schmalgauzen,4,28,2,17.41,0.0,inf,7.14
scam,scam,8,21,1,17.39,0.0,inf,4.76
metalshop,metalshop,4,57,2,17.39,0.0,inf,3.51
joggers,joggers,57,113,1,17.36,0.0,inf,0.88
спине,спин,56,434,6,17.28,0.0,inf,1.38
cropp,cropp,37,139,4,17.28,0.0,inf,2.88
warrior,warrior,18,267,2,17.14,0.0,inf,0.75
white,white,53,138,4,17.01,0.0,inf,2.9
sweetpants,sweetpants,1,4,2,16.81,0.0,inf,50.0
кріплення,кріплен,8,173,8,16.71,0.0,inf,4.62
humana,humana,2,2,1,16.69,0.0,inf,50.0
sviatogo,sviatogo,1,16,1,16.57,0.0,inf,6.25
nichogo,nichogo,1,16,1,16.57,0.0,inf,6.25
практичний,практичн,1,2,1,16.55,0.0,inf,50.0
рост,рост,11,15,1,16.46,0.0,inf,6.67
высокий,высок,24,37,1,16.46,0.0,inf,2.7
фенікс,фенікс,2,17,1,16.42,0.0,inf,5.88
стяг,стяг,15,762,2,16.41,0.0,inf,0.26
смерть,смерт,38,316,2,16.34,0.0,inf,0.63
метал,мета,28,212,1,16.14,0.0,inf,0.47
gang,gang,22,630,3,16.11,0.25,64.4,0.48
optimus,optimus,13,571,3,16.11,0.25,64.4,0.53
украинский,украинск,64,278,3,16.08,0.0,inf,1.08
официальные,официальн,14,84,2,16.01,0.0,inf,2.38
ocean,ocean,21,141,2,15.89,0.0,inf,1.42
хащі,хащі,4,181,2,15.6,0.0,inf,1.1
лудик,лудик,1,2,1,15.39,0.0,inf,50.0
monoclo,monoclo,1,12,1,15.16,0.0,inf,8.33
art,art,10,25,1,15.08,0.0,inf,4.0
crazy,crazy,1,2,1,15.08,0.0,inf,50.0
патасовка,патасовк,1,10,2,15.03,0.0,inf,20.0
бункер,бункер,1,1,1,14.94,0.0,inf,100.0
centuria,centuria,2,14,1,14.91,0.0,inf,7.14
casual,casual,20,57,1,14.84,0.0,inf,1.75
loose,loose,41,89,1,14.69,0.0,inf,1.12
сайт,сайт,104,1000,3,14.65,0.0,inf,0.3
gearlab,gearlab,2,17,2,14.63,0.0,inf,11.76
гангстер,гангстер,1,4,3,14.63,0.0,inf,75.0
syndicate,syndicate,12,266,2,14.54,0.0,inf,0.75
спині,спині,32,292,3,14.47,0.0,inf,1.03
farfie,farfie,2,86,1,14.45,0.0,inf,1.16
corteiz,corteiz,17,29,1,14.44,0.0,inf,3.45
hmp,hmp,2,2,1,14.44,0.0,inf,50.0
farfi,farfi,6,45,1,14.43,0.0,inf,2.22
longsleeve,longsleeve,3,8,1,14.42,0.0,inf,12.5
paul,paul,3,3,1,14.38,0.0,inf,33.33
clothes,clothes,42,142,1,14.33,0.0,inf,0.7
bad,bad,30,259,2,14.31,0.0,inf,0.77
стріляй,стріля,8,157,3,14.18,0.0,inf,1.91
мандруй,мандр,8,157,3,14.18,0.0,inf,1.91
кохай,коха,18,185,3,14.18,0.0,inf,1.62
брендів,брендів,16,98,2,14.17,0.0,inf,2.04
ппо,ппо,5,107,2,13.98,0.0,inf,1.87
мото,мот,9,87,1,13.87,0.0,inf,1.15
джоггеры,джоггер,55,126,2,13.82,0.0,inf,1.59
пеньком,пеньк,2,10,1,13.82,0.0,inf,10.0
холодний,холодн,5,55,1,13.77,0.0,inf,1.82
найк,найк,133,331,3,13.77,0.0,inf,0.91
ціна,ціна,3,4,1,13.74,0.0,inf,25.0
starberry,starberry,5,119,2,13.64,0.0,inf,1.68
свої,свої,15,215,2,13.63,0.0,inf,0.93
всі,всі,19,233,2,13.63,0.0,inf,0.86
oli,oli,2,17,1,13.58,0.0,inf,5.88
sykes,sykes,1,16,1,13.58,0.0,inf,6.25
shmot,shmot,3,8,1,13.53,0.0,inf,12.5
huyase,huyase,1,2,1,13.53,0.0,inf,50.0
хлопців,хлопців,26,87,2,13.49,0.0,inf,2.3
некст,некст,2,10,2,13.34,0.0,inf,20.0
подарки,подарк,4,8,1,13.3,0.0,inf,12.5
сталкер,сталкер,20,128,1,13.17,0.0,inf,0.78
вільного,вільног,11,87,1,13.15,0.0,inf,1.15
тупаком,тупак,2,24,1,13.12,0.0,inf,4.17
зіпер,зіпер,3,24,2,13.11,0.0,inf,8.33
40000,40000,8,39,1,13.02,0.0,inf,2.56
вархаммер,вархаммер,7,58,1,13.02,0.0,inf,1.72
inspiradora,inspiradora,3,17,1,13.0,0.0,inf,5.88
wave,wave,2,9,2,12.97,0.0,inf,22.22
добру,добр,5,27,1,12.95,0.0,inf,3.7
бути,бут,4,25,1,12.95,0.0,inf,4.0
рокс,рокс,3,79,1,12.94,0.0,inf,1.27
ренж,ренж,1,16,1,12.94,0.0,inf,6.25
прапорі,прапорі,11,226,2,12.87,0.0,inf,0.88
лама,лам,4,14,1,12.81,0.0,inf,7.14
зохо,зох,8,169,1,12.79,0.0,inf,0.59
ушками,ушк,3,4,1,12.76,0.0,inf,25.0
луна,лун,3,12,1,12.76,0.0,inf,8.33
зара,зар,65,211,2,12.61,0.0,inf,0.95
пирокинезис,пирокинезис,1,8,1,12.54,0.0,inf,12.5
culture,culture,14,51,1,12.44,0.0,inf,1.96
orbit,orbit,1,2,1,12.44,0.0,inf,50.0
левис,левис,3,11,3,12.41,0.0,inf,27.27
smerch,smerch,5,203,1,12.3,0.0,inf,0.49
неформальная,неформальн,11,57,1,12.06,0.0,inf,1.75
фог,фог,2,28,1,11.87,0.0,inf,3.57
старшина,старшин,1,27,1,11.86,0.0,inf,3.7
ред,ред,6,27,1,11.79,0.0,inf,3.7
дог,дог,2,10,1,11.79,0.0,inf,10.0
энд,энд,7,16,1,11.79,0.0,inf,6.25
hulls,hulls,1,7,1,11.77,0.0,inf,14.29
merch,merch,178,463,3,11.74,0.0,inf,0.65
thug,thug,5,71,3,11.73,0.0,inf,4.23
young,young,6,70,3,11.73,0.0,inf,4.29
индастриз,индастриз,11,61,1,11.62,0.0,inf,1.64
осенние,осен,36,146,2,11.59,0.0,inf,1.37
turwear,turwear,3,171,1,11.54,0.0,inf,0.58
mattino,mattino,10,611,1,11.53,0.0,inf,0.16
tnmk,tnmk,1,31,1,11.42,0.0,inf,3.23
металлика,металлик,7,22,1,11.41,0.0,inf,4.55
опг,опг,2,8,1,11.36,0.0,inf,12.5
дід,дід,2,41,1,11.29,0.0,inf,2.44
шинобі,шинобі,2,41,1,11.29,0.0,inf,2.44
вишивкою,вишивк,26,166,2,11.21,0.0,inf,1.2
придатний,придатн,4,33,1,11.14,0.0,inf,3.03
необмежено,необмеж,3,32,1,11.14,0.0,inf,3.12
танців,танців,4,10,1,11.11,0.0,inf,10.0
pantalon,pantalon,2,2,1,11.09,0.0,inf,50.0
м8л8тх,м8л8тх,12,138,2,11.09,0.0,inf,1.45
ssur,ssur,9,113,2,11.09,0.0,inf,1.77
могилах,могил,9,78,1,11.08,0.0,inf,1.28
дизайном,дизайн,11,297,1,11.05,0.0,inf,0.34
власним,власн,5,165,1,11.05,0.0,inf,0.61
staff,staff,39,256,2,11.03,0.0,inf,0.78
balloon,balloon,3,3,1,11.01,0.0,inf,33.33
