word,stem,n_terms,impressions,clicks,cost,conversions,CPA,CTR_%
милитари,милитар,47,638,7,69.98,0.0,inf,1.1
компани,компан,39,869,9,69.82,0.0,inf,1.04
донецька,донецьк,33,491,7,69.42,0.0,inf,1.43
nord,nord,29,1294,16,68.74,0.0,inf,1.24
друк,друк,30,476,2,68.22,0.0,inf,0.42
костюм,костюм,274,783,11,68.13,0.0,inf,1.4
баггі,баггі,34,308,6,67.51,0.0,inf,1.95
шеврон,шеврон,73,468,13,66.76,0.0,inf,2.78
хартія,харті,12,322,3,66.68,0.0,inf,0.93
авіація,авіаці,16,396,5,65.74,0.0,inf,1.26
галичини,галичин,28,475,5,65.74,0.0,inf,1.05
таро,тар,3,133,4,62.89,0.0,inf,3.01
vampire,vampire,15,447,7,62.88,0.0,inf,1.57
пізда,пізда,12,573,3,62.77,0.0,inf,0.52
flags,flags,9,247,3,62.57,0.0,inf,1.21
світшот,світшот,87,725,4,61.51,0.0,inf,0.55
мінометників,мінометників,2,115,8,61.37,1.0,61.4,6.96
стіну,стіну,20,988,9,59.68,0.0,inf,0.91
гур,гур,14,215,1,59.31,0.0,inf,0.47
brand,brand,83,543,5,58.83,0.0,inf,0.92
rype,rype,1,1,1,58.61,0.0,inf,100.0
рок,рок,86,472,4,58.02,0.0,inf,0.85
stlv,stlv,6,692,5,57.77,0.0,inf,0.72
balak,balak,2,236,2,54.95,0.0,inf,0.85
shop,shop,207,1222,7,53.96,0.0,inf,0.57
джинсы,джинс,188,412,8,53.9,0.0,inf,1.94
заказать,заказа,44,641,1,53.66,0.0,inf,0.16
дпсу,дпсу,9,65,1,53.62,0.0,inf,1.54
фото,фот,46,1128,6,53.27,0.0,inf,0.53
подарунок,подарунок,18,71,2,53.16,0.0,inf,2.82
riotdivision,riotdivision,4,360,7,52.59,0.0,inf,1.94
zara,zara,69,181,3,52.3,0.0,inf,1.66
режим,реж,13,213,2,52.2,0.0,inf,0.94
київський,київськ,6,153,2,52.2,0.0,inf,1.31
банери,банер,16,212,2,51.8,0.0,inf,0.94
хованского,хованск,1,4,1,51.69,0.0,inf,25.0
русский,русск,3,41,1,51.41,0.0,inf,2.44
корабль,корабл,5,43,1,51.41,0.0,inf,2.33
ogonpushka,ogonpushka,2,75,2,51.11,0.0,inf,2.67
баба,баб,48,337,10,50.41,0.0,inf,2.97
бпла,бпла,8,67,3,50.15,0.0,inf,4.48
сикснайн,сикснайн,2,13,2,50.01,0.0,inf,15.38
фпв,фпв,7,120,5,50.01,0.5,100.0,4.17
гонорові,гонорові,9,774,3,49.78,0.0,inf,0.39
teivaz,teivaz,3,530,5,48.93,0.0,inf,0.94
dead,dead,38,645,4,48.69,0.0,inf,0.62
язківець,язківет^,2,33,8,48.48,0.0,inf,24.24
спортзала,спортза,6,28,3,47.29,0.0,inf,10.71
ошбр,ошбр,9,116,2,47.2,0.0,inf,1.72
черепами,череп,52,377,6,45.6,0.0,inf,1.59
souls,souls,12,378,3,45.46,0.0,inf,0.79
hype,hype,10,153,3,45.26,0.0,inf,1.96
rikky,rikky,8,151,3,45.26,0.0,inf,1.99
хоругва,хоругв,4,54,1,44.65,0.0,inf,1.85
кроя,кро,41,172,4,44.32,0.0,inf,2.33
без,без,48,155,5,44.32,0.0,inf,3.23
оригинал,оригина,50,76,1,43.37,0.0,inf,1.32
українські,українські,52,487,4,43.16,0.0,inf,0.82
cgt,cgt,10,109,2,42.85,0.0,inf,1.83
жадан,жада,13,50,3,42.64,0.0,inf,6.0
собаки,собак,12,41,3,42.64,0.0,inf,7.32
mirohodec,mirohodec,1,9,1,42.63,0.0,inf,11.11
welcome,welcome,8,54,4,42.3,0.0,inf,7.41
hell,hell,13,75,4,42.3,0.0,inf,5.33
плакат,плакат,35,268,5,42.23,0.0,inf,1.87
розвідки,розвідк,6,395,6,42.19,0.0,inf,1.52
джогери,джогер,90,411,5,42.14,0.0,inf,1.22
яга,яг,40,272,6,41.26,0.0,inf,2.21
донбасса,донбасс,31,764,7,41.12,0.0,inf,0.92
льняные,льнян,21,80,2,40.91,0.0,inf,2.5
пума,пум,47,78,3,40.91,0.0,inf,3.85
wear,wear,62,1356,3,40.89,0.0,inf,0.22
potasovka,potasovka,8,166,5,39.52,0.0,inf,3.01
hate,hate,26,954,3,38.64,0.0,inf,0.31
піхота,піхот,19,166,3,38.58,0.0,inf,1.81
флагі,флагі,1,32,1,38.12,0.0,inf,3.12
маверик,маверик,7,177,3,37.71,0.0,inf,1.69
дівіжн,дівіжн,24,1068,11,37.5,0.0,inf,1.03
артилерія,артилері,5,127,2,37.41,0.0,inf,1.57
гектор,гектор,1,1,1,37.32,0.0,inf,100.0
інтернет,інтернет,11,23,2,37.27,0.0,inf,8.7
патріотичні,патріотичні,29,257,4,37.23,0.0,inf,1.56
безвісти,безвіст,11,321,2,37.11,0.0,inf,0.62
зниклих,зникл,12,324,2,37.11,0.0,inf,0.62
kentpaket,kentpaket,1,52,1,36.99,0.0,inf,1.92
ронин,ронин,1,5,1,36.93,0.0,inf,20.0
вандерласт,вандерласт,1,5,1,36.16,0.0,inf,20.0
багги,багг,43,231,3,35.53,0.0,inf,1.3
рагнарок,рагнарок,4,148,2,35.2,0.0,inf,1.35
лонг,лонг,19,58,1,34.98,0.0,inf,1.72
дшв,дшв,17,153,1,34.88,0.0,inf,0.65
виготовлення,виготовлен,8,227,3,34.69,0.0,inf,1.32
svastone,svastone,31,1486,3,34.02,0.0,inf,0.2
стафф,стафф,103,709,4,33.95,0.0,inf,0.56
прямые,прям,66,345,3,33.63,0.0,inf,0.87
clo,clo,17,134,3,33.45,0.0,inf,2.24
резинці,резинці,18,27,3,33.07,0.0,inf,11.11
pezet,pezet,1,1,1,32.93,0.0,inf,100.0
хонорови,хоноров,1,98,2,32.86,0.0,inf,2.04
великих,велик,70,209,4,32.33,0.0,inf,1.91
розмірів,розмірів,61,183,4,32.33,0.0,inf,2.19
foxtrot,foxtrot,16,529,7,31.89,0.0,inf,1.32
zero,zero,25,557,7,31.89,0.0,inf,1.26
hoodie,hoodie,442,1431,7,31.71,0.0,inf,0.49
айленд,айленд,23,53,2,31.71,0.0,inf,3.77
стон,стон,30,109,2,31.71,0.0,inf,1.83
zip,zip,132,759,7,31.71,0.0,inf,0.92
київ,київ,44,233,3,31.61,0.0,inf,1.29
гог,гог,1,6,1,30.7,0.0,inf,16.67
ван,ван,7,20,1,30.7,0.0,inf,5.0
укр,укр,24,166,3,30.68,0.0,inf,1.81
запоріжжя,запоріжж,8,137,3,30.57,0.0,inf,2.19
tac,tac,14,119,3,30.55,0.0,inf,2.52
revish,revish,1,5,1,30.2,0.0,inf,20.0
патагонія,патагоні,5,19,1,30.2,0.0,inf,5.26
лляні,лляні,28,86,1,30.12,0.0,inf,1.16
cult,cult,14,774,2,30.04,0.0,inf,0.26
coast,coast,8,28,2,29.68,0.0,inf,7.14
west,west,12,32,2,29.68,0.0,inf,6.25
gart,gart,1,47,2,29.45,0.0,inf,4.26
мистер,мистер,2,18,2,29.18,0.0,inf,11.11
манжетів,манжетів,4,35,2,29.04,0.0,inf,5.71
толстых,толст,4,6,1,29.04,0.0,inf,16.67
ріот,ріот,13,860,8,28.63,0.0,inf,0.93
забой,заб,8,107,2,28.58,0.0,inf,1.87
андеграунд,андеграунд,18,154,1,28.52,0.0,inf,0.65
спортивки,спортивк,64,353,3,27.94,0.0,inf,0.85
морська,морськ,7,32,1,27.85,0.0,inf,3.12
патч,патч,25,103,4,27.77,0.0,inf,3.88
бершка,бершк,37,147,3,27.32,0.0,inf,2.04
маверік,маверік,7,77,1,27.27,0.0,inf,1.3
headbag,headbag,4,218,1,27.06,0.0,inf,0.46
kirakilla,kirakilla,2,39,1,26.58,0.0,inf,2.56
тойс,тойс,5,676,3,26.25,0.0,inf,0.44
пекло,пекл,6,712,3,26.25,0.0,inf,0.42
zaboy,zaboy,4,54,1,26.21,0.0,inf,1.85
donetsk,donetsk,3,21,1,26.21,0.0,inf,4.76
ogp,ogp,12,709,5,26.06,0.0,inf,0.71
теплые,тепл,68,112,2,26.01,0.0,inf,1.79
розмір,розмір,37,146,3,25.84,0.0,inf,2.05
байдикую,байдик,1,17,2,25.73,0.0,inf,11.76
korogva,korogva,1,454,4,25.65,0.0,inf,0.88
вампир,вампир,11,119,2,25.62,0.0,inf,1.68
виробництва,виробництв,5,50,3,25.46,0.0,inf,6.0
харків,харків,26,245,2,25.23,0.0,inf,0.82
коргва,коргв,1,82,2,25.17,0.0,inf,2.44
літні,літні,61,114,3,25.17,0.0,inf,2.63
кепка,кепк,17,34,1,25.1,0.0,inf,2.94
com,com,61,276,2,24.76,0.0,inf,0.72
україні,україні,10,63,1,24.56,0.0,inf,1.59
bull,bull,4,19,1,24.48,0.0,inf,5.26
pit,pit,4,19,1,24.48,0.0,inf,5.26
молнии,молн,76,339,4,24.47,0.0,inf,1.18
стор,стор,7,21,1,24.45,0.0,inf,4.76
спорт,спорт,52,131,2,23.77,0.0,inf,1.53
харьков,харьк,47,172,3,23.74,0.0,inf,1.74
бойовий,бойов,14,262,2,23.74,0.0,inf,0.76
молот,молот,20,190,2,23.66,0.0,inf,1.05
relaxed,relaxed,25,66,1,23.6,0.0,inf,1.52
wide,wide,43,64,1,23.6,0.0,inf,1.56
скеля,скел,6,214,1,23.55,0.0,inf,0.47
капюшоном,капюшон,118,394,3,23.54,0.0,inf,0.76
игрушка,игрушк,3,4,1,23.42,0.0,inf,25.0
турция,турц,9,13,2,23.28,0.0,inf,15.38
кроп,кроп,34,122,3,23.28,0.0,inf,2.46
стерненко,стерненк,14,559,3,23.04,0.0,inf,0.54
шоп,шоп,76,536,3,22.99,0.0,inf,0.56
ідея,іде,8,253,1,22.81,0.0,inf,0.4
нації,нації,10,255,1,22.81,0.0,inf,0.39
знак,знак,8,19,1,22.48,0.0,inf,5.26
больших,больш,65,122,3,22.46,0.0,inf,2.46
скейтбординг,скейтбординг,7,326,3,22.32,1.0,22.3,0.92
будь,буд,9,18,2,22.3,0.0,inf,11.11
281z,281z,2,13,1,21.94,0.0,inf,7.69
анархистов,анархист,3,8,1,21.85,0.0,inf,12.5
поло,пол,27,43,2,21.65,0.0,inf,4.65
адидас,адидас,71,145,2,21.37,0.0,inf,1.38
гори,гор,21,62,1,21.23,0.0,inf,1.61
тактичне,тактичн,31,205,3,21.15,0.0,inf,1.46
ангелами,ангел,18,65,2,21.14,0.0,inf,3.08
rocks,rocks,4,544,5,21.14,0.0,inf,0.92
range,range,5,584,5,21.14,0.0,inf,0.86
флагшток,флагшток,74,394,7,21.12,0.0,inf,1.78
православные,православн,13,65,3,21.09,0.0,inf,4.62
zoho,zoho,12,246,1,20.82,0.0,inf,0.41
футболок,футболок,20,78,2,20.73,0.0,inf,2.56
bazalook,bazalook,1,21,3,20.36,0.0,inf,14.29
теплі,теплі,38,67,2,20.17,0.0,inf,2.99
нікова,ніков,15,158,2,20.06,0.0,inf,1.27
oversize,oversize,21,58,3,19.79,0.0,inf,5.17
обериг,обериг,2,34,2,19.77,0.0,inf,5.88
hello,hello,2,4,1,19.73,0.0,inf,25.0
kitty,kitty,1,2,1,19.73,0.0,inf,50.0
рожеве,рожев,30,170,2,19.65,1.0,19.6,1.18
зіпку,зіпку,5,176,3,19.65,0.0,inf,1.7
premiata,premiata,2,6,1,19.57,0.0,inf,16.67
стильна,стильн,30,52,2,19.34,0.0,inf,3.85
трикотажні,трикотажні,23,81,1,19.25,0.0,inf,1.23
размеров,размер,74,122,3,19.2,0.0,inf,2.46
beom,beom,2,19,1,19.11,0.0,inf,5.26
design,design,14,64,1,19.11,0.0,inf,1.56
модні,модні,16,29,2,18.76,0.0,inf,6.9
rusoriz,rusoriz,5,147,8,18.42,0.0,inf,5.44
антисоциал,антисоциа,1,4,1,18.34,0.0,inf,25.0
про,про,19,68,1,18.34,0.0,inf,1.47
shirts,shirts,41,81,1,18.34,0.0,inf,1.23
тризуб,тризуб,19,39,1,18.24,0.0,inf,2.56
fpv,fpv,11,175,2,18.21,0.0,inf,1.14
футер,футер,2,6,1,18.14,0.0,inf,16.67
потасовка,потасовк,19,602,6,18.0,0.0,inf,1.0
частин,частин,6,83,1,17.93,0.0,inf,1.2
сбс,сбс,6,126,2,17.7,0.0,inf,1.59
шмотки,шмотк,6,17,1,17.58,0.0,inf,5.88
kaif,kaif,4,21,1,17.56,0.0,inf,4.76
schmalgauzen,schmalgauzen,4,28,2,17.41,0.0,inf,7.14
metalshop,metalshop,4,50,2,17.39,0.0,inf,4.0
scam,scam,7,16,1,17.39,0.0,inf,6.25
joggers,joggers,51,99,1,17.36,0.0,inf,1.01
cropp,cropp,36,132,4,17.28,0.0,inf,3.03
warrior,warrior,17,255,2,17.14,0.0,inf,0.78
sweetpants,sweetpants,1,4,2,16.81,0.0,inf,50.0
humana,humana,2,2,1,16.69,0.0,inf,50.0
sviatogo,sviatogo,1,16,1,16.57,0.0,inf,6.25
nichogo,nichogo,1,16,1,16.57,0.0,inf,6.25
рост,рост,7,9,1,16.46,0.0,inf,11.11
высокий,высок,20,30,1,16.46,0.0,inf,3.33
метал,мета,27,198,1,16.14,0.0,inf,0.51
optimus,optimus,12,531,3,16.11,0.25,64.4,0.56
gang,gang,21,590,3,16.11,0.25,64.4,0.51
украинский,украинск,58,233,3,16.08,0.0,inf,1.29
официальные,официальн,14,72,2,16.01,0.0,inf,2.78
спине,спин,54,373,5,15.97,0.0,inf,1.34
ocean,ocean,21,138,2,15.89,0.0,inf,1.45
хижак,хижак,7,72,2,15.84,0.0,inf,2.78
хащі,хащі,4,171,2,15.6,0.0,inf,1.17
лудик,лудик,1,2,1,15.39,0.0,inf,50.0
monoclo,monoclo,1,10,1,15.16,0.0,inf,10.0
crazy,crazy,1,2,1,15.08,0.0,inf,50.0
art,art,8,22,1,15.08,0.0,inf,4.55
дурнев,дурн,8,263,2,15.07,0.0,inf,0.76
свободного,свободн,41,113,1,14.97,0.0,inf,0.88
кріплення,кріплен,8,158,7,14.96,0.0,inf,4.43
бункер,бункер,1,1,1,14.94,0.0,inf,100.0
centuria,centuria,2,14,1,14.91,0.0,inf,7.14
casual,casual,19,52,1,14.84,0.0,inf,1.92
loose,loose,37,76,1,14.69,0.0,inf,1.32
сайт,сайт,95,840,3,14.65,0.0,inf,0.36
гангстер,гангстер,1,4,3,14.63,0.0,inf,75.0
gearlab,gearlab,2,14,2,14.63,0.0,inf,14.29
syndicate,syndicate,12,237,2,14.54,0.0,inf,0.84
спині,спині,28,246,3,14.47,0.0,inf,1.22
farfie,farfie,2,83,1,14.45,0.0,inf,1.2
hmp,hmp,2,2,1,14.44,0.0,inf,50.0
corteiz,corteiz,17,29,1,14.44,0.0,inf,3.45
farfi,farfi,6,43,1,14.43,0.0,inf,2.33
longsleeve,longsleeve,3,8,1,14.42,0.0,inf,12.5
white,white,51,122,3,14.42,0.0,inf,2.46
clothes,clothes,40,128,1,14.33,0.0,inf,0.78
bad,bad,27,210,2,14.31,0.0,inf,0.95
стріляй,стріля,7,150,3,14.18,0.0,inf,2.0
мандруй,мандр,7,150,3,14.18,0.0,inf,2.0
кохай,коха,13,164,3,14.18,0.0,inf,1.83
брендів,брендів,15,76,2,14.17,0.0,inf,2.63
ппо,ппо,4,68,2,13.98,0.0,inf,2.94
мото,мот,9,79,1,13.87,0.0,inf,1.27
пеньком,пеньк,2,10,1,13.82,0.0,inf,10.0
найк,найк,122,295,3,13.77,0.0,inf,1.02
холодний,холодн,5,55,1,13.77,0.0,inf,1.82
риот,риот,15,580,5,13.73,0.0,inf,0.86
starberry,starberry,5,101,2,13.64,0.0,inf,1.98
sykes,sykes,1,16,1,13.58,0.0,inf,6.25
oli,oli,2,17,1,13.58,0.0,inf,5.88
huyase,huyase,1,2,1,13.53,0.0,inf,50.0
shmot,shmot,3,8,1,13.53,0.0,inf,12.5
хлопців,хлопців,25,72,2,13.49,0.0,inf,2.78
некст,некст,2,9,2,13.34,0.0,inf,22.22
сталкер,сталкер,17,83,1,13.17,0.0,inf,1.2
вільного,вільног,11,78,1,13.15,0.0,inf,1.28
тупаком,тупак,2,24,1,13.12,0.0,inf,4.17
зіпер,зіпер,3,24,2,13.11,0.0,inf,8.33
вархаммер,вархаммер,7,56,1,13.02,0.0,inf,1.79
40000,40000,7,38,1,13.02,0.0,inf,2.63
inspiradora,inspiradora,3,10,1,13.0,0.0,inf,10.0
wave,wave,2,9,2,12.97,0.0,inf,22.22
добру,добр,3,22,1,12.95,0.0,inf,4.55
бути,бут,3,21,1,12.95,0.0,inf,4.76
лама,лам,4,14,1,12.81,0.0,inf,7.14
зохо,зох,8,161,1,12.79,0.0,inf,0.62
луна,лун,3,12,1,12.76,0.0,inf,8.33
ушками,ушк,3,4,1,12.76,0.0,inf,25.0
зара,зар,62,186,2,12.61,0.0,inf,1.08
пирокинезис,пирокинезис,1,8,1,12.54,0.0,inf,12.5
maverick,maverick,13,415,1,12.45,0.0,inf,0.24
culture,culture,13,49,1,12.44,0.0,inf,2.04
orbit,orbit,1,2,1,12.44,0.0,inf,50.0
левис,левис,3,10,3,12.41,0.0,inf,30.0
smerch,smerch,4,173,1,12.3,0.0,inf,0.58
воля,вол,17,278,1,12.25,0.0,inf,0.36
смерть,смерт,32,272,1,12.25,0.0,inf,0.37
неформальная,неформальн,10,51,1,12.06,0.0,inf,1.96
фог,фог,2,25,1,11.87,0.0,inf,4.0
старшина,старшин,1,19,1,11.86,0.0,inf,5.26
молодіжні,молодіжні,11,36,1,11.84,0.0,inf,2.78
энд,энд,6,15,1,11.79,0.0,inf,6.67
дог,дог,2,10,1,11.79,0.0,inf,10.0
ред,ред,6,27,1,11.79,0.0,inf,3.7
hulls,hulls,1,7,1,11.77,0.0,inf,14.29
балахон,балахон,11,24,2,11.76,0.0,inf,8.33
merch,merch,147,373,3,11.74,0.0,inf,0.8
young,young,6,62,3,11.73,0.0,inf,4.84
thug,thug,5,63,3,11.73,0.0,inf,4.76
осенние,осен,31,114,2,11.59,0.0,inf,1.75
turwear,turwear,3,134,1,11.54,0.0,inf,0.75
mattino,mattino,9,476,1,11.53,0.0,inf,0.21
tnmk,tnmk,1,31,1,11.42,0.0,inf,3.23
металлика,металлик,7,22,1,11.41,0.0,inf,4.55
опг,опг,2,8,1,11.36,0.0,inf,12.5
замку,замк,70,392,2,11.31,0.0,inf,0.51
шинобі,шинобі,2,31,1,11.29,0.0,inf,3.23
дід,дід,2,31,1,11.29,0.0,inf,3.23
придатний,придатн,4,23,1,11.14,0.0,inf,4.35
необмежено,необмеж,3,22,1,11.14,0.0,inf,4.55
танців,танців,4,7,1,11.11,0.0,inf,14.29
ssur,ssur,9,110,2,11.09,0.0,inf,1.82
pantalon,pantalon,2,2,1,11.09,0.0,inf,50.0
м8л8тх,м8л8тх,12,122,2,11.09,0.0,inf,1.64
могилах,могил,9,74,1,11.08,0.0,inf,1.35
дизайном,дизайн,9,285,1,11.05,0.0,inf,0.35
власним,власн,5,156,1,11.05,0.0,inf,0.64
staff,staff,32,219,2,11.03,0.0,inf,0.91
balloon,balloon,3,3,1,11.01,0.0,inf,33.33
тематикой,тематик,14,120,1,10.96,0.0,inf,0.83
tear,tear,2,11,1,10.93,0.0,inf,9.09
готичні,готичні,2,13,1,10.91,0.0,inf,7.69
оригінальні,оригінальні,5,22,1,10.83,0.0,inf,4.55
зимние,зимн,30,58,1,10.73,0.0,inf,1.72
captheuni,captheuni,2,238,3,10.67,0.0,inf,1.26
емблема,емблем,7,20,1,10.62,0.0,inf,5.0
мнс,мнс,1,1,1,10.62,0.0,inf,100.0
льон,льон,9,17,1,10.59,0.0,inf,5.88
бандера,бандер,21,122,1,10.54,0.0,inf,0.82
львів,львів,37,168,1,10.5,0.0,inf,0.6
ссо,ссо,13,145,1,10.43,0.0,inf,0.69
богема,богем,1,34,1,10.41,0.0,inf,2.94
ленинград,ленинград,1,34,1,10.41,0.0,inf,2.94
clothing,clothing,74,211,2,10.38,0.0,inf,0.95
point,point,5,93,1,10.35,0.0,inf,1.08
fire,fire,5,93,1,10.35,0.0,inf,1.08
сарказм,сарказм,6,35,3,10.32,0.0,inf,8.57
batcat,batcat,1,10,1,10.28,0.0,inf,10.0
прапар,прапар,1,45,1,10.1,0.0,inf,2.22
мотохуді,мотохуді,1,9,1,10.09,0.0,inf,11.11
everfox,everfox,1,3,1,10.08,0.0,inf,33.33
stuff,stuff,3,21,1,10.05,0.0,inf,4.76
блокнот,блокнот,1,1,1,10.0,0.0,inf,100.0
літо,літо,11,18,1,9.96,0.0,inf,5.56
зіпки,зіпки,7,257,2,9.87,0.25,39.5,0.78
яктак,яктак,4,20,2,9.86,0.0,inf,10.0
ріотдівіжн,ріотдівіжн,1,17,1,9.8,0.0,inf,5.88
руник,руник,1,9,1,9.75,0.0,inf,11.11
шторм,шторм,3,12,1,9.75,0.0,inf,8.33
клуб,клуб,3,108,1,9.68,0.0,inf,0.93
r3ich,r3ich,3,304,2,9.66,0.0,inf,0.66
іду,іду,3,35,2,9.62,0.0,inf,5.71
sweatpants,sweatpants,94,235,2,9.61,0.0,inf,0.85
панк,панк,14,52,2,9.6,0.0,inf,3.85
язківців,язківців,1,34,1,9.56,0.0,inf,2.94
bmth,bmth,7,21,1,9.52,0.0,inf,4.76
kyiv,kyiv,20,235,2,9.52,0.0,inf,0.85
staybrave,staybrave,1,81,1,9.51,0.0,inf,1.23
манжетов,манжет,16,54,2,9.48,0.0,inf,3.7
худак,худак,16,261,1,9.45,0.0,inf,0.38
грибами,гриб,4,18,1,9.43,0.0,inf,5.56
1654,1654,5,65,2,9.41,0.0,inf,3.08
кракен,крак,17,227,2,9.41,0.0,inf,0.88
пизда,пизд,12,115,1,9.41,0.0,inf,0.87
org,org,2,3,1,9.28,0.0,inf,33.33
oakley,oakley,4,5,1,9.26,0.0,inf,20.0
