Row Type,Campaign,Ad group,Keyword,Match Type,Final URL,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Headline 1 position,Headline 2 position,Headline 3 position,Headline 4 position,Headline 5 position,Headline 6 position,Headline 7 position,Headline 8 position,Headline 9 position,Headline 10 position,Headline 11 position,Headline 12 position,Headline 13 position,Headline 14 position,Headline 15 position,Description 1,Description 2,Description 3,Description 4,Description 1 position,Description 2 position,Description 3 position,Description 4 position
Keyword,dog bite,Dog Bite,do i need a lawyer for a dog bite,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog attorney,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog attorney near me,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog bite accident attorney,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog bite accident lawyer,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog bite at work,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog bite attorney,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog bite claim,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog bite claim compensation,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog bite compensation,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog bite injury lawyer near me,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog bite lawyer,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog bite lawyer california,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog bite lawyer los angeles,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog bite lawyer near me,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog bite settlement amounts california,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog bite settlement calculator,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog injury lawyer,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog lawyer,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,dog lawyer near me,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,landlord liability dog bite,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,lawyer dogs,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,lawyers that handle dog bites,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,lawyers that handle dog cases,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,neighbors dog bit me,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,pit bull attack lawyer,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,dog bite,Dog Bite,pit bull lawyer,PHRASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
