Id,Name,Type,Status,State,BiddingStrategyType
64985399,ЕГЭ Поиск (химия),TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
64985401,ЕГЭ Поиск (информатика),TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
64985404,ЕГЭ Поиск (география),TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
65222877,[new] ПОИСК | ЕГЭ | Цел,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
65227237,РСЯ | ЕГЭ | auto_cpa,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
65230369,[new] РСЯ | ЕГЭ | Цел,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
65288059,ПОИСК | ОГЭ | 1,TEXT_CAMPAIGN,MODERATION,ARCHIVED,WB_MAXIMUM_CLICKS
65288110,РСЯ | ОГЭ | 1,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
65437748,[new] РСЯ | Околотема,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
65439240,[new] РСЯ | Конкуренты,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
65462831,[new] ПОИСК | ЕГЭ | Околоцел,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
65467217,[new] ПОИСК | ОГЭ | Цел,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
65468686,[new] РСЯ | ОГЭ | Цел,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
65515048,[new] ПОИСК | ЕГЭ/ОГЭ | Цел | Ж 35+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,WB_MAXIMUM_CLICKS
65515921,[черновик] РСЯ | ЕГЭ | Цел | Ж 35-55,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
65533086,[new] РСЯ | ЕГЭ/ОГЭ | Цел | Ж 35+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
65549482,[new] ПОИСК | ЕГЭ/ОГЭ | ГЕО,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
65554304,Ретаргетниг РСЯ,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
65849769,[new] ПОИСК | ЕГЭ/ОГЭ | Цел | ~Ж 35+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
65851216,[oct_2] ПОИСК+РСЯ | ЕГЭ/ОГЭ | cpa_f,TEXT_CAMPAIGN,MODERATION,ARCHIVED,PAY_FOR_CONVERSION
65851222,[oct_2] ПОИСК+РСЯ | ЕГЭ/ОГЭ | cpa_t,TEXT_CAMPAIGN,MODERATION,ARCHIVED,PAY_FOR_CONVERSION
65851952,[new] РСЯ | ЕГЭ/ОГЭ | Цел | ~Ж 35+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
65852373,[oct_2] ПОИСК | ЕГЭ/ОГЭ | автотаргет | cpa_f,TEXT_CAMPAIGN,MODERATION,ARCHIVED,PAY_FOR_CONVERSION
65852383,[oct_2] ПОИСК | ЕГЭ/ОГЭ | автотаргет | cpa_t,TEXT_CAMPAIGN,MODERATION,ARCHIVED,PAY_FOR_CONVERSION
65852387,[oct_2] РСЯ | ЕГЭ/ОГЭ |  автотаргет | cpa_f,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
65852392,[oct_2] РСЯ | ЕГЭ/ОГЭ | автотаргет | cpa_t,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
65852398,[oct_2] РСЯ | ЕГЭ/ОГЭ |  интересы | cpa_f,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
65852404,[oct_2] РСЯ | ЕГЭ/ОГЭ | интересы | cpa_t,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
65903208,"[new] ПОИСК | Курсы, подготовка - широкие",TEXT_CAMPAIGN,MODERATION,ARCHIVED,WB_MAXIMUM_CLICKS
66354854,[2new] РСЯ | подготовка +к егэ/огэ  | Ж 35-44,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
66354884,[2new] РСЯ | подготовка +к егэ/огэ  | Ж 45-54,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
66355744,[2new] ПОИСК | ЕГЭ/ОГЭ | all_target | Ж 35-44,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
66355777,[2new] ПОИСК | ЕГЭ/ОГЭ | all_target | Ж 45-54,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
66387909,[2new] ПОИСК+РСЯ | Автотаргет | cpa,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
66432987,[2new] ПОИСК | ЕГЭ/ОГЭ | горячие | МЖ 0+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
66452989,[2new] ПОИСК | ЕГЭ/ОГЭ | подготовка москва | МЖ 0+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
66455535,[2new] РСЯ | ТЕСТ | desktop | cpa_120,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
66455632,[2new] РСЯ | ТЕСТ | mobile | cpc,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
66460473,[2new] ПОИСК | ЕГЭ/ОГЭ | точное | МЖ 18+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
66460517,[2new] ПОИСК | ЕГЭ/ОГЭ | точное | МЖ 18-,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
66480760,[2new] ПОИСК | ЕГЭ/ОГЭ | курсы широкое | МЖ 0+ | cpc,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
66482368,[2new] РСЯ | околоцел | cpa*,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
66482406,[2new] РСЯ | еге/оге шир | cpa*,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
67132203,[2new] РСЯ | ТЕСТ - 1  | desktop | cpc,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
67132215,[2new] РСЯ | ТЕСТ - 2  | all_dev | cpc,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
67299228,[2new] ПОИСК | ЕГЭ/ОГЭ | подготовка широкое | МЖ 0+ | cpc,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
67409627,[2new] РСЯ | ЕГЭ/ОГЭ | Цел1,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
67409633,[2new] РСЯ | ЕГЭ/ОГЭ | Цел1 | Ж 35-54 | m,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
67409719,[2new] РСЯ | ЕГЭ/ОГЭ | Цел1 | ~Ж 35-54 | d,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
67419654,[2new] ПОИСК | ЕГЭ/ОГЭ | all_target | all,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
67454375,[2new] РСЯ | ЕГЭ/ОГЭ | конкуренты,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
67454541,[2new] РСЯ | ЕГЭ/ОГЭ | Околоцел1,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
67685242,[2new] РСЯ | ЕГЭ/ОГЭ | Цел1,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
68589440,[3new] ПОИСК | ЕГЭ/ОГЭ | Цел,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
68675344,[4new] search | ege+oge | super | m,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
68675374,[4new] search | ege+oge | super,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
68677331,[4new] search | ege+oge,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
68677346,[4new] search | ege+oge | m,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
68692252,[4new] network | ege+oge | super | m,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
68692256,[4new] network | ege+oge | super,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
68695474,[4new] search | ege+oge | price | d,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
68695499,[4new] search | ege+oge | price | m,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
68696746,[4new] search | ege+oge | okolo,TEXT_CAMPAIGN,MODERATION,ARCHIVED,PAY_FOR_CONVERSION
68696753,[4new] search | ege+oge | okolo | m,TEXT_CAMPAIGN,MODERATION,ARCHIVED,PAY_FOR_CONVERSION
68697800,[4new] network | ege+oge,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
68697809,[4new] network | ege+oge | cel+okolo | m | cpa,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
68698200,[4new] network | okolo | d,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
68698206,[4new] network | okolo | m,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
68738134,[4new] search | ege+oge | okolo | konkurent,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
68943015,[4new] network | ege+oge | cel_wide,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
70925532,rsya | ege+oge,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
71195736,ПОИСК | ЕГЭ+ОГЭ | Цел_гео_метро,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
71197566,ПОИСК | ЕГЭ+ОГЭ | Гео_москва_округи,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
71199504,ПОИСК | ЕГЭ+ОГЭ | Коммерс,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
71200974,ПОИСК | ЕГЭ+ОГЭ | Инфо+околоцел,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
71201233,ПОИСК | ГИА,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
71208511,РСЯ | ЕГЭ+ОГЭ,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
71209417,ПОИСК | ЕГЭ+ОГЭ | Авто,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
71428927,РСЯ | ЕГЭ+ОГЭ | Тест,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
71431999,ПОИСК | ЕГЭ+ОГЭ | Широкие | Ж35+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
71469580,ПОИСК | ЕГЭ+ОГЭ | Предметы | английский,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
71469581,ПОИСК | ЕГЭ+ОГЭ | Предметы | биология,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
71469590,ПОИСК | ЕГЭ+ОГЭ | Предметы | география,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
71469604,ПОИСК | ЕГЭ+ОГЭ | Предметы | информатика,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
71469613,ПОИСК | ЕГЭ+ОГЭ | Предметы | история,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
71469628,ПОИСК | ЕГЭ+ОГЭ | Предметы | литература,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
71469638,ПОИСК | ЕГЭ+ОГЭ | Предметы | математика,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
71469645,ПОИСК | ЕГЭ+ОГЭ | Предметы | обществознание,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
71469650,ПОИСК | ЕГЭ+ОГЭ | Предметы | русский,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
71469654,ПОИСК | ЕГЭ+ОГЭ | Предметы | физика,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
71469662,ПОИСК | ЕГЭ+ОГЭ | Предметы | химия,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
72551985,РСЯ | ЕГЭ+ОГЭ | Тест2,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
76936838,1_ПОИСК | ЕГЭ | Горячие,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
76937120,поиск / бренд / мск,TEXT_CAMPAIGN,ACCEPTED,ON,HIGHEST_POSITION
76940184,1_РСЯ | ЕГЭ,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
76940427,1_ПОИСК | ОГЭ | Горячие,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
76968019,1_РСЯ | ЕГЭ | Автотаргетинг и аудитории,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
76969039,1_ПОИСК | ЕГЭ | Широкие х Ауд: цел гео 2км | Ж35+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
76969046,1_ПОИСК | ЕГЭ | Широкие х Ауд: цел гео 4км | Ж35+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
76969162,1_ПОИСК | ОГЭ | Широкие х Ауд: цел гео 2км | Ж35+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
76969168,1_ПОИСК | ОГЭ | Широкие х Ауд: цел гео 4км | Ж35+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77020936,1_ПОИСК | ЕГЭ + ОГЭ | Широкие Тест,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77020945,1_ПОИСК | Автотаргет |  Тест,TEXT_CAMPAIGN,MODERATION,ARCHIVED,PAY_FOR_CONVERSION
77021426,1_РСЯ | ЕГЭ+ОГЭ,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
77062772,1_ПОИСК | ЕГЭ + ОГЭ | Широкие Тест | 25-34,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77062927,1_ПОИСК | ЕГЭ + ОГЭ | Широкие Тест | 35-44,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77062948,1_ПОИСК | ЕГЭ + ОГЭ | Широкие Тест | 45-54,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77063492,1_ПОИСК | ЕГЭ + ОГЭ | Широкие Тест | 55+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77063507,1_ПОИСК | ЕГЭ + ОГЭ | Широкие Тест | 18-24,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77063536,1_ПОИСК | ЕГЭ + ОГЭ | Широкие Тест | 18-,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77159017,2_РСЯ | ЕГЭ+ОГЭ | Ж35+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
77159493,2_РСЯ | ЕГЭ+ОГЭ | Автотаргетинг и аудитории | Ж35+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
77160373,2_ПОИСК | ЕГЭ | Горячие | Ж35+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77161047,2_ПОИСК | ОГЭ | Горячие | Ж35+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77161694,2_ПОИСК | ЕГЭ + ОГЭ | Широкие Тест | Ж35+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77201340,Медийная кампания №311 от 09-08-2022,CPM_BANNER_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
77205966,3_РСЯ | ЕГЭ+ОГЭ | Десктоп | Ж35+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
77207330,3_РСЯ | ЕГЭ+ОГЭ | Десктоп | М35+,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
77207776,3_РСЯ | ЕГЭ+ОГЭ | Десктоп | Ж18-34,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
77207781,3_РСЯ | ЕГЭ+ОГЭ | Десктоп | М18-34,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
77207786,3_РСЯ | ЕГЭ+ОГЭ | Десктоп | Ж18-,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
77207792,3_РСЯ | ЕГЭ+ОГЭ | Десктоп | М18-,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
77230815,3_ПОИСК | ЕГЭ+ОГЭ | Цел_гео_метро,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
77231084,3_ПОИСК | ЕГЭ+ОГЭ | Гео_Москва_округи,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77232621,3_ПОИСК | ЕГЭ+ОГЭ | Коммерс,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77233517,3_ПОИСК | ЕГЭ+ОГЭ | Инфо+околоцел,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77235657,3_ПОИСК | ЕГЭ+ОГЭ | Предметы | английский,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77235659,3_ПОИСК | ЕГЭ+ОГЭ | Предметы | биология,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77235664,3_ПОИСК | ЕГЭ+ОГЭ | Предметы | география,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77235668,3_ПОИСК | ЕГЭ+ОГЭ | Предметы | информатика,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77235672,3_ПОИСК | ЕГЭ+ОГЭ | Предметы | история,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77235680,3_ПОИСК | ЕГЭ+ОГЭ | Предметы | литература,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77235683,3_ПОИСК | ЕГЭ+ОГЭ | Предметы | математика,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77235688,3_ПОИСК | ЕГЭ+ОГЭ | Предметы | обществознание,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77235694,3_ПОИСК | ЕГЭ+ОГЭ | Предметы | русский,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77235709,3_ПОИСК | ЕГЭ+ОГЭ | Предметы | физика,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77235715,3_ПОИСК | ЕГЭ+ОГЭ | Предметы | химия,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77236373,3_ПОИСК | ЕГЭ + ОГЭ | ауд: Строгино х автотаргет,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77398647,4_РСЯ | ЕГЭ | Автотаргетинг и аудитории,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
77398656,4_РСЯ | ЕГЭ+ОГЭ,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
77456946,3_ПОИСК | ЕГЭ+ОГЭ | Цел_гео_районы,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
77783527,3_ПОИСК | ЕГЭ+ОГЭ | Предметы коммерс,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
77803227,3_ПОИСК | ЕГЭ+ОГЭ | Инфо+навигация,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77803776,3_ПОИСК | ЕГЭ+ОГЭ | Предметы шир,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
77804463,3_ПОИСК | ЕГЭ+ОГЭ | Курсы шир,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
77804674,3_ПОИСК | ЕГЭ+ОГЭ | Подготовка шир,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77804720,3_ПОИСК | ЕГЭ+ОГЭ | Конкуренты и репетиторы,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77804734,3_ПОИСК | ЕГЭ+ОГЭ | Вузы,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77804778,3_ПОИСК | ЕГЭ+ОГЭ | Дистанционные,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
77804785,3_ПОИСК | ЕГЭ+ОГЭ | Экспресс,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
79782976,[Тест]_ст.метро_2км_живут | ПОИСК Ретаргетинг,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
79785151,Черновик,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
79785370,[Тест]_районы_3км_живут | ПОИСК Ретаргетинг,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
79785672,[Тест]_crm_лиды22_взросл_lal | ПОИСК Ретаргетинг,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
79786128,[Тест]_crm_лиды22_взросл_lal | РСЯ Ретаргетинг,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
79786264,[Тест]_ст.метро_2км_живут | РСЯ,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
79786271,[Тест]_районы_3км_живут | РСЯ,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
81421595,5_РСЯ | ЕГЭ+ОГЭ | 1,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
81486064,4_ПОИСК | ЕГЭ+ОГЭ | Экспресс,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
82146656,4_Ретаргетинг | ЕГЭ+ОГЭ | трафик_из_директа,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
82465684,3_ПОИСК | ЕГЭ+ОГЭ | Нецел_гео_метро,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
82466407,3_ПОИСК | ЕГЭ+ОГЭ | Нецел_гео_районы,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
82478789,6_РСЯ | ЕГЭ+ОГЭ,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
82493936,7_РСЯ | ЕГЭ+ОГЭ,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
83070208,4_ПОИСК | ЕГЭ+ОГЭ | Коммерс | Ж,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
83207818,4_Ретаргет Поиск | ЕГЭ+ОГЭ | трафик_из_директа,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
83208952,4_ПОИСК | Околотема | поступление на бюджет,TEXT_CAMPAIGN,MODERATION,ARCHIVED,HIGHEST_POSITION
83210113,4_ПОИСК | ЕГЭ+ОГЭ | Коммерс | М,TEXT_CAMPAIGN,MODERATION,ARCHIVED,AVERAGE_CPC
83211270,8_РСЯ | ЕГЭ+ОГЭ | Десктоп,TEXT_CAMPAIGN,MODERATION,ARCHIVED,SERVING_OFF
